source	pathway_id	pathway_name	bg_eligible_genes
GO_BP	GO:0035945	mitochondrial ncRNA surveillance	1
GO_BP	GO:0035946	mitochondrial mRNA surveillance	1
GO_BP	GO:0035963	cellular response to interleukin-13	1
GO_BP	GO:0035964	COPI-coated vesicle budding	1
GO_BP	GO:0035965	cardiolipin acyl-chain remodeling	4
GO_BP	GO:0035967	cellular response to topologically incorrect protein	1
GO_BP	GO:0035970	peptidyl-threonine dephosphorylation	8
GO_BP	GO:0035973	aggrephagy	6
GO_BP	GO:0035984	cellular response to trichostatin A	1
GO_BP	GO:0035987	endodermal cell differentiation	22
GO_BP	GO:0035988	chondrocyte proliferation	4
GO_BP	GO:0035989	tendon development	1
GO_BP	GO:0035990	tendon cell differentiation	2
GO_BP	GO:0035992	tendon formation	1
GO_BP	GO:0035993	deltoid tuberosity development	2
GO_BP	GO:0035994	response to muscle stretch	6
GO_BP	GO:0035995	detection of muscle stretch	4
GO_BP	GO:0035999	tetrahydrofolate interconversion	5
GO_BP	GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	4
GO_BP	GO:0036010	protein localization to endosome	7
GO_BP	GO:0036016	cellular response to interleukin-3	3
GO_BP	GO:0036023	embryonic skeletal limb joint morphogenesis	2
GO_BP	GO:0036035	osteoclast development	3
GO_BP	GO:0036046	protein demalonylation	1
GO_BP	GO:0036047	peptidyl-lysine demalonylation	1
GO_BP	GO:0036048	protein desuccinylation	1
GO_BP	GO:0036049	peptidyl-lysine desuccinylation	1
GO_BP	GO:0036060	slit diaphragm assembly	1
GO_BP	GO:0036066	protein O-linked glycosylation via fucose	3
GO_BP	GO:0036085	GDP-fucose import into Golgi lumen	1
GO_BP	GO:0036088	D-serine catabolic process	1
GO_BP	GO:0036089	cleavage furrow formation	6
GO_BP	GO:0036090	cleavage furrow ingression	1
GO_BP	GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	12
GO_BP	GO:0036102	leukotriene B4 metabolic process	1
GO_BP	GO:0036109	alpha-linolenic acid metabolic process	8
GO_BP	GO:0036111	very long-chain fatty-acyl-CoA metabolic process	1
GO_BP	GO:0036112	medium-chain fatty-acyl-CoA metabolic process	1
GO_BP	GO:0036113	very long-chain fatty-acyl-CoA catabolic process	1
GO_BP	GO:0036114	medium-chain fatty-acyl-CoA catabolic process	3
GO_BP	GO:0036115	fatty-acyl-CoA catabolic process	1
GO_BP	GO:0036116	long-chain fatty-acyl-CoA catabolic process	1
GO_BP	GO:0036119	response to platelet-derived growth factor	1
GO_BP	GO:0036120	cellular response to platelet-derived growth factor stimulus	8
GO_BP	GO:0036145	dendritic cell homeostasis	1
GO_BP	GO:0036148	phosphatidylglycerol acyl-chain remodeling	3
GO_BP	GO:0036149	phosphatidylinositol acyl-chain remodeling	3
GO_BP	GO:0036150	phosphatidylserine acyl-chain remodeling	7
GO_BP	GO:0036151	phosphatidylcholine acyl-chain remodeling	7
GO_BP	GO:0036152	phosphatidylethanolamine acyl-chain remodeling	6
GO_BP	GO:0036153	triglyceride acyl-chain remodeling	1
GO_BP	GO:0036155	acylglycerol acyl-chain remodeling	2
GO_BP	GO:0036158	outer dynein arm assembly	10
GO_BP	GO:0036159	inner dynein arm assembly	8
GO_BP	GO:0036179	osteoclast maturation	1
GO_BP	GO:0036197	zymosterol biosynthetic process	1
GO_BP	GO:0036198	dTMP salvage	1
GO_BP	GO:0036211	protein modification process	45
GO_BP	GO:0036213	contractile ring contraction	1
GO_BP	GO:0036228	protein localization to nuclear inner membrane	3
GO_BP	GO:0036250	peroxisome transport along microtubule	1
GO_BP	GO:0036255	response to methylamine	1
GO_BP	GO:0036257	multivesicular body organization	1
GO_BP	GO:0036258	multivesicular body assembly	18
GO_BP	GO:0036261	7-methylguanosine cap hypermethylation	1
GO_BP	GO:0036265	RNA (guanine-N7)-methylation	1
GO_BP	GO:0036289	peptidyl-serine autophosphorylation	3
GO_BP	GO:0036294	cellular response to decreased oxygen levels	3
GO_BP	GO:0036295	cellular response to increased oxygen levels	5
GO_BP	GO:0036297	interstrand cross-link repair	21
GO_BP	GO:0036298	recombinational interstrand cross-link repair	2
GO_BP	GO:0036302	atrioventricular canal development	5
GO_BP	GO:0036303	lymph vessel morphogenesis	2
GO_BP	GO:0036304	umbilical cord morphogenesis	2
GO_BP	GO:0036309	protein localization to M-band	1
GO_BP	GO:0036315	cellular response to sterol	3
GO_BP	GO:0036316	SREBP-SCAP complex retention in endoplasmic reticulum	2
GO_BP	GO:0036323	vascular endothelial growth factor receptor-1 signaling pathway	1
GO_BP	GO:0036324	vascular endothelial growth factor receptor-2 signaling pathway	6
GO_BP	GO:0036325	vascular endothelial growth factor receptor-3 signaling pathway	1
GO_BP	GO:0036335	intestinal stem cell homeostasis	3
GO_BP	GO:0036336	dendritic cell migration	2
GO_BP	GO:0036337	Fas signaling pathway	1
GO_BP	GO:0036343	psychomotor behavior	1
GO_BP	GO:0036344	platelet morphogenesis	1
GO_BP	GO:0036359	renal potassium excretion	1
GO_BP	GO:0036368	photoresponse recovery	2
GO_BP	GO:0036371	protein localization to T-tubule	1
GO_BP	GO:0036372	opsin transport	1
GO_BP	GO:0036376	sodium ion export across plasma membrane	13
GO_BP	GO:0036416	tRNA stabilization	3
GO_BP	GO:0036438	maintenance of lens transparency	5
GO_BP	GO:0036444	calcium import into the mitochondrion	12
GO_BP	GO:0036446	myofibroblast differentiation	1
GO_BP	GO:0036462	TRAIL-activated apoptotic signaling pathway	6
GO_BP	GO:0036465	synaptic vesicle recycling	9
GO_BP	GO:0036471	cellular response to glyoxal	1
GO_BP	GO:0036480	neuron intrinsic apoptotic signaling pathway in response to oxidative stress	1
GO_BP	GO:0036481	intrinsic apoptotic signaling pathway in response to hydrogen peroxide	2
GO_BP	GO:0036490	regulation of translation in response to endoplasmic reticulum stress	1
GO_BP	GO:0036491	regulation of translation initiation in response to endoplasmic reticulum stress	2
GO_BP	GO:0036493	positive regulation of translation in response to endoplasmic reticulum stress	3
GO_BP	GO:0036494	positive regulation of translation initiation in response to endoplasmic reticulum stress	1
GO_BP	GO:0036498	IRE1-mediated unfolded protein response	8
GO_BP	GO:0036499	PERK-mediated unfolded protein response	7
GO_BP	GO:0036500	ATF6-mediated unfolded protein response	5
GO_BP	GO:0036503	ERAD pathway	74
GO_BP	GO:0036510	trimming of terminal mannose on C branch	2
GO_BP	GO:0036514	dopaminergic neuron axon guidance	3
GO_BP	GO:0036515	serotonergic neuron axon guidance	3
GO_BP	GO:0036516	chemoattraction of dopaminergic neuron axon	1
GO_BP	GO:0036517	chemoattraction of serotonergic neuron axon	1
GO_BP	GO:0036518	chemorepulsion of dopaminergic neuron axon	2
GO_BP	GO:0036525	protein deglycation	1
GO_BP	GO:0038001	paracrine signaling	4
GO_BP	GO:0038003	G protein-coupled opioid receptor signaling pathway	4
GO_BP	GO:0038007	netrin-activated signaling pathway	3
GO_BP	GO:0038016	insulin receptor internalization	1
GO_BP	GO:0038018	Wnt receptor catabolic process	2
GO_BP	GO:0038020	insulin receptor recycling	1
GO_BP	GO:0038026	reelin-mediated signaling pathway	8
GO_BP	GO:0038027	apolipoprotein A-I-mediated signaling pathway	4
GO_BP	GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	1
GO_BP	GO:0038035	ligand-independent adenylate cyclase-activating G protein-coupled receptor signaling pathway	2
GO_BP	GO:0038043	interleukin-5-mediated signaling pathway	3
GO_BP	GO:0038060	nitric oxide-cGMP-mediated signaling	12
GO_BP	GO:0038061	non-canonical NF-kappaB signal transduction	15
GO_BP	GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	4
GO_BP	GO:0038065	collagen-activated signaling pathway	2
GO_BP	GO:0038066	p38MAPK cascade	12
GO_BP	GO:0038083	peptidyl-tyrosine autophosphorylation	5
GO_BP	GO:0038084	vascular endothelial growth factor signaling pathway	14
GO_BP	GO:0038091	positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway	3
GO_BP	GO:0038092	nodal signaling pathway	6
GO_BP	GO:0038093	Fc receptor signaling pathway	1
GO_BP	GO:0038094	Fc-gamma receptor signaling pathway	3
GO_BP	GO:0038095	Fc-epsilon receptor signaling pathway	21
GO_BP	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	18
GO_BP	GO:0038097	positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway	1
GO_BP	GO:0038108	negative regulation of appetite by leptin-mediated signaling pathway	3
GO_BP	GO:0038109	Kit signaling pathway	2
GO_BP	GO:0038110	interleukin-2-mediated signaling pathway	5
GO_BP	GO:0038111	interleukin-7-mediated signaling pathway	4
GO_BP	GO:0038113	interleukin-9-mediated signaling pathway	6
GO_BP	GO:0038116	chemokine (C-C motif) ligand 21 signaling pathway	2
GO_BP	GO:0038123	toll-like receptor TLR1:TLR2 signaling pathway	2
GO_BP	GO:0038124	toll-like receptor TLR6:TLR2 signaling pathway	3
GO_BP	GO:0038127	ERBB signaling pathway	4
GO_BP	GO:0038128	ERBB2 signaling pathway	5
GO_BP	GO:0038129	ERBB3 signaling pathway	1
GO_BP	GO:0038130	ERBB4 signaling pathway	4
GO_BP	GO:0038133	ERBB2-ERBB3 signaling pathway	2
GO_BP	GO:0038134	ERBB2-EGFR signaling pathway	4
GO_BP	GO:0038135	ERBB2-ERBB4 signaling pathway	1
GO_BP	GO:0038138	ERBB4-ERBB4 signaling pathway	3
GO_BP	GO:0038145	macrophage colony-stimulating factor signaling pathway	1
GO_BP	GO:0038146	chemokine (C-X-C motif) ligand 12 signaling pathway	3
GO_BP	GO:0038154	interleukin-11-mediated signaling pathway	3
GO_BP	GO:0038155	interleukin-23-mediated signaling pathway	4
GO_BP	GO:0038156	interleukin-3-mediated signaling pathway	4
GO_BP	GO:0038157	granulocyte-macrophage colony-stimulating factor signaling pathway	1
GO_BP	GO:0038158	granulocyte colony-stimulating factor signaling pathway	3
GO_BP	GO:0038159	C-X-C chemokine receptor CXCR4 signaling pathway	1
GO_BP	GO:0038160	CXCL12-activated CXCR4 signaling pathway	5
GO_BP	GO:0038161	prolactin signaling pathway	1
GO_BP	GO:0038162	erythropoietin-mediated signaling pathway	4
GO_BP	GO:0038163	thrombopoietin-mediated signaling pathway	6
GO_BP	GO:0038165	oncostatin-M-mediated signaling pathway	7
GO_BP	GO:0038166	angiotensin-activated signaling pathway	7
GO_BP	GO:0038171	cannabinoid signaling pathway	1
GO_BP	GO:0038172	interleukin-33-mediated signaling pathway	7
GO_BP	GO:0038173	interleukin-17A-mediated signaling pathway	5
GO_BP	GO:0038178	complement component C5a signaling pathway	1
GO_BP	GO:0038180	nerve growth factor signaling pathway	9
GO_BP	GO:0038184	adenylate cyclase-activating G protein-coupled bile acid receptor signaling pathway	1
GO_BP	GO:0038188	cholecystokinin signaling pathway	2
GO_BP	GO:0038189	neuropilin signaling pathway	3
GO_BP	GO:0038190	VEGF-activated neuropilin signaling pathway	2
GO_BP	GO:0038192	gastric inhibitory peptide signaling pathway	1
GO_BP	GO:0038202	TORC1 signaling	11
GO_BP	GO:0038203	TORC2 signaling	9
GO_BP	GO:0039019	pronephric nephron development	1
GO_BP	GO:0039529	RIG-I signaling pathway	4
GO_BP	GO:0039530	MDA-5 signaling pathway	2
GO_BP	GO:0039532	negative regulation of cytoplasmic pattern recognition receptor signaling pathway	6
GO_BP	GO:0039534	negative regulation of MDA-5 signaling pathway	4
GO_BP	GO:0039535	regulation of RIG-I signaling pathway	3
GO_BP	GO:0039536	negative regulation of RIG-I signaling pathway	8
GO_BP	GO:0039585	PKR/eIFalpha signaling	1
GO_BP	GO:0039694	viral RNA genome replication	2
GO_BP	GO:0039695	DNA-templated viral transcription	1
GO_BP	GO:0039702	viral budding via host ESCRT complex	17
GO_BP	GO:0040001	establishment of mitotic spindle localization	4
GO_BP	GO:0040010	positive regulation of growth rate	1
GO_BP	GO:0040011	locomotion	3
GO_BP	GO:0040012	regulation of locomotion	2
GO_BP	GO:0040014	regulation of multicellular organism growth	7
GO_BP	GO:0040015	negative regulation of multicellular organism growth	2
GO_BP	GO:0040016	embryonic cleavage	1
GO_BP	GO:0040018	positive regulation of multicellular organism growth	3
GO_BP	GO:0040019	positive regulation of embryonic development	8
GO_BP	GO:0040029	epigenetic regulation of gene expression	26
GO_BP	GO:0040031	snRNA modification	1
GO_BP	GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	3
GO_BP	GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	10
GO_BP	GO:0040038	polar body extrusion after meiotic divisions	3
GO_BP	GO:0042023	DNA endoreduplication	1
GO_BP	GO:0042026	protein refolding	17
GO_BP	GO:0042045	epithelial fluid transport	1
GO_BP	GO:0042048	olfactory behavior	1
GO_BP	GO:0042053	regulation of dopamine metabolic process	3
GO_BP	GO:0042058	regulation of epidermal growth factor receptor signaling pathway	8
GO_BP	GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	18
GO_BP	GO:0042060	wound healing	34
GO_BP	GO:0042063	gliogenesis	4
GO_BP	GO:0042073	intraciliary transport	18
GO_BP	GO:0042074	cell migration involved in gastrulation	2
GO_BP	GO:0042088	T-helper 1 type immune response	2
GO_BP	GO:0042092	type 2 immune response	3
GO_BP	GO:0042093	T-helper cell differentiation	4
GO_BP	GO:0042098	T cell proliferation	5
GO_BP	GO:0042100	B cell proliferation	9
GO_BP	GO:0042102	positive regulation of T cell proliferation	12
GO_BP	GO:0042104	positive regulation of activated T cell proliferation	7
GO_BP	GO:0042110	T cell activation	29
GO_BP	GO:0042113	B cell activation	18
GO_BP	GO:0042116	macrophage activation	5
GO_BP	GO:0042117	monocyte activation	3
GO_BP	GO:0042118	endothelial cell activation	6
GO_BP	GO:0042119	neutrophil activation	5
GO_BP	GO:0042126	nitrate metabolic process	1
GO_BP	GO:0042127	regulation of cell population proliferation	61
GO_BP	GO:0042129	regulation of T cell proliferation	2
GO_BP	GO:0042130	negative regulation of T cell proliferation	9
GO_BP	GO:0042138	meiotic DNA double-strand break formation	2
GO_BP	GO:0042144	vacuole fusion, non-autophagic	1
GO_BP	GO:0042147	retrograde transport, endosome to Golgi	64
GO_BP	GO:0042148	DNA strand invasion	3
GO_BP	GO:0042149	cellular response to glucose starvation	42
GO_BP	GO:0042157	lipoprotein metabolic process	1
GO_BP	GO:0042158	lipoprotein biosynthetic process	1
GO_BP	GO:0042159	lipoprotein catabolic process	1
GO_BP	GO:0042167	heme catabolic process	4
GO_BP	GO:0042168	heme metabolic process	2
GO_BP	GO:0042176	regulation of protein catabolic process	12
GO_BP	GO:0042177	negative regulation of protein catabolic process	27
GO_BP	GO:0042178	xenobiotic catabolic process	12
GO_BP	GO:0042180	ketone metabolic process	1
GO_BP	GO:0042181	ketone biosynthetic process	1
GO_BP	GO:0042219	modified amino acid catabolic process	1
GO_BP	GO:0042220	response to cocaine	2
GO_BP	GO:0042245	RNA repair	1
GO_BP	GO:0042246	tissue regeneration	5
GO_BP	GO:0042249	establishment of planar polarity of embryonic epithelium	1
GO_BP	GO:0042254	ribosome biogenesis	15
GO_BP	GO:0042255	ribosome assembly	5
GO_BP	GO:0042256	cytosolic ribosome assembly	5
GO_BP	GO:0042262	DNA protection	4
GO_BP	GO:0042267	natural killer cell mediated cytotoxicity	10
GO_BP	GO:0042269	regulation of natural killer cell mediated cytotoxicity	1
GO_BP	GO:0042271	susceptibility to natural killer cell mediated cytotoxicity	2
GO_BP	GO:0042273	ribosomal large subunit biogenesis	26
GO_BP	GO:0042274	ribosomal small subunit biogenesis	56
GO_BP	GO:0042276	error-prone translesion synthesis	9
GO_BP	GO:0042278	purine nucleoside metabolic process	3
GO_BP	GO:0042297	vocal learning	4
GO_BP	GO:0042304	regulation of fatty acid biosynthetic process	3
GO_BP	GO:0042306	regulation of protein import into nucleus	2
GO_BP	GO:0042307	positive regulation of protein import into nucleus	26
GO_BP	GO:0042308	negative regulation of protein import into nucleus	11
GO_BP	GO:0042310	vasoconstriction	4
GO_BP	GO:0042311	vasodilation	13
GO_BP	GO:0042313	protein kinase C deactivation	1
GO_BP	GO:0042320	regulation of circadian sleep/wake cycle, REM sleep	1
GO_BP	GO:0042325	regulation of phosphorylation	3
GO_BP	GO:0042326	negative regulation of phosphorylation	5
GO_BP	GO:0042327	positive regulation of phosphorylation	9
GO_BP	GO:0042339	keratan sulfate proteoglycan metabolic process	1
GO_BP	GO:0042340	keratan sulfate proteoglycan catabolic process	1
GO_BP	GO:0042350	GDP-L-fucose biosynthetic process	4
GO_BP	GO:0042351	'de novo' GDP-L-fucose biosynthetic process	1
GO_BP	GO:0042352	GDP-L-fucose salvage	2
GO_BP	GO:0042357	thiamine diphosphate metabolic process	1
GO_BP	GO:0042359	vitamin D metabolic process	4
GO_BP	GO:0042360	vitamin E metabolic process	2
GO_BP	GO:0042371	vitamin K biosynthetic process	1
GO_BP	GO:0042373	vitamin K metabolic process	6
GO_BP	GO:0042391	regulation of membrane potential	37
GO_BP	GO:0042403	thyroid hormone metabolic process	5
GO_BP	GO:0042404	thyroid hormone catabolic process	2
GO_BP	GO:0042407	cristae formation	14
GO_BP	GO:0042412	taurine biosynthetic process	3
GO_BP	GO:0042413	carnitine catabolic process	1
GO_BP	GO:0042414	epinephrine metabolic process	1
GO_BP	GO:0042415	norepinephrine metabolic process	2
GO_BP	GO:0042416	dopamine biosynthetic process	6
GO_BP	GO:0042417	dopamine metabolic process	4
GO_BP	GO:0042418	epinephrine biosynthetic process	1
GO_BP	GO:0042420	dopamine catabolic process	4
GO_BP	GO:0042421	norepinephrine biosynthetic process	3
GO_BP	GO:0042424	catecholamine catabolic process	1
GO_BP	GO:0042426	choline catabolic process	3
GO_BP	GO:0042427	serotonin biosynthetic process	1
GO_BP	GO:0042428	serotonin metabolic process	5
GO_BP	GO:0042429	serotonin catabolic process	1
GO_BP	GO:0042438	melanin biosynthetic process	2
GO_BP	GO:0042445	hormone metabolic process	3
GO_BP	GO:0042446	hormone biosynthetic process	3
GO_BP	GO:0042447	hormone catabolic process	4
GO_BP	GO:0042448	progesterone metabolic process	1
GO_BP	GO:0042461	photoreceptor cell development	2
GO_BP	GO:0042462	eye photoreceptor cell development	6
GO_BP	GO:0042471	ear morphogenesis	2
GO_BP	GO:0042472	inner ear morphogenesis	9
GO_BP	GO:0042473	outer ear morphogenesis	2
GO_BP	GO:0042474	middle ear morphogenesis	3
GO_BP	GO:0042475	odontogenesis of dentin-containing tooth	12
GO_BP	GO:0042476	odontogenesis	9
GO_BP	GO:0042478	regulation of eye photoreceptor cell development	1
GO_BP	GO:0042481	regulation of odontogenesis	2
GO_BP	GO:0042482	positive regulation of odontogenesis	3
GO_BP	GO:0042490	mechanoreceptor differentiation	1
GO_BP	GO:0042491	inner ear auditory receptor cell differentiation	1
GO_BP	GO:0042492	gamma-delta T cell differentiation	2
GO_BP	GO:0042494	detection of bacterial lipoprotein	1
GO_BP	GO:0042495	detection of triacyl bacterial lipopeptide	1
GO_BP	GO:0042496	detection of diacyl bacterial lipopeptide	1
GO_BP	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	1
GO_BP	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	15
GO_BP	GO:0042532	negative regulation of tyrosine phosphorylation of STAT protein	3
GO_BP	GO:0042541	hemoglobin biosynthetic process	3
GO_BP	GO:0042542	response to hydrogen peroxide	6
GO_BP	GO:0042551	neuron maturation	7
GO_BP	GO:0042552	myelination	25
GO_BP	GO:0042554	superoxide anion generation	9
GO_BP	GO:0042559	pteridine-containing compound biosynthetic process	1
GO_BP	GO:0042572	retinol metabolic process	6
GO_BP	GO:0042573	retinoic acid metabolic process	4
GO_BP	GO:0042574	retinal metabolic process	5
GO_BP	GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	2
GO_BP	GO:0042592	homeostatic process	1
GO_BP	GO:0042593	glucose homeostasis	50
GO_BP	GO:0042594	response to starvation	14
GO_BP	GO:0042632	cholesterol homeostasis	55
GO_BP	GO:0042634	regulation of hair cycle	4
GO_BP	GO:0042635	positive regulation of hair cycle	1
GO_BP	GO:0042636	negative regulation of hair cycle	1
GO_BP	GO:0042660	positive regulation of cell fate specification	1
GO_BP	GO:0042666	negative regulation of ectodermal cell fate specification	1
GO_BP	GO:0042692	muscle cell differentiation	10
GO_BP	GO:0042693	muscle cell fate commitment	1
GO_BP	GO:0042698	ovulation cycle	2
GO_BP	GO:0042701	progesterone secretion	1
GO_BP	GO:0042704	uterine wall breakdown	2
GO_BP	GO:0042711	maternal behavior	1
GO_BP	GO:0042723	thiamine-containing compound metabolic process	3
GO_BP	GO:0042730	fibrinolysis	3
GO_BP	GO:0042733	embryonic digit morphogenesis	16
GO_BP	GO:0042742	defense response to bacterium	36
GO_BP	GO:0042743	hydrogen peroxide metabolic process	1
GO_BP	GO:0042744	hydrogen peroxide catabolic process	9
GO_BP	GO:0042749	regulation of circadian sleep/wake cycle	1
GO_BP	GO:0042752	regulation of circadian rhythm	53
GO_BP	GO:0042753	positive regulation of circadian rhythm	10
GO_BP	GO:0042754	negative regulation of circadian rhythm	6
GO_BP	GO:0042755	eating behavior	3
GO_BP	GO:0042756	drinking behavior	3
GO_BP	GO:0042758	long-chain fatty acid catabolic process	3
GO_BP	GO:0042759	long-chain fatty acid biosynthetic process	6
GO_BP	GO:0042760	very long-chain fatty acid catabolic process	4
GO_BP	GO:0042761	very long-chain fatty acid biosynthetic process	11
GO_BP	GO:0042770	signal transduction in response to DNA damage	17
GO_BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	20
GO_BP	GO:0042772	DNA damage response, signal transduction resulting in transcription	1
GO_BP	GO:0042773	ATP synthesis coupled electron transport	1
GO_BP	GO:0042775	mitochondrial ATP synthesis coupled electron transport	4
GO_BP	GO:0042776	proton motive force-driven mitochondrial ATP synthesis	12
GO_BP	GO:0042780	tRNA 3'-end processing	7
GO_BP	GO:0042789	mRNA transcription by RNA polymerase II	25
GO_BP	GO:0042790	nucleolar large rRNA transcription by RNA polymerase I	4
GO_BP	GO:0042791	5S class rRNA transcription by RNA polymerase III	3
GO_BP	GO:0042795	snRNA transcription by RNA polymerase II	9
GO_BP	GO:0042796	snRNA transcription by RNA polymerase III	9
GO_BP	GO:0042797	tRNA transcription by RNA polymerase III	5
GO_BP	GO:0042816	vitamin B6 metabolic process	1
GO_BP	GO:0042823	pyridoxal 5'-phosphate biosynthetic process	1
GO_BP	GO:0042832	defense response to protozoan	3
GO_BP	GO:0042840	D-glucuronate catabolic process	3
GO_BP	GO:0042843	D-xylose catabolic process	1
GO_BP	GO:0042866	pyruvate biosynthetic process	4
GO_BP	GO:0042867	pyruvate catabolic process	1
GO_BP	GO:0042883	L-cysteine transport	1
GO_BP	GO:0042904	9-cis-retinoic acid biosynthetic process	1
GO_BP	GO:0042908	xenobiotic transport	10
GO_BP	GO:0042921	nuclear receptor-mediated glucocorticoid signaling pathway	3
GO_BP	GO:0042938	dipeptide transport	1
GO_BP	GO:0042941	D-alanine transmembrane transport	1
GO_BP	GO:0042942	D-serine transmembrane transport	1
GO_BP	GO:0042953	lipoprotein transport	9
GO_BP	GO:0042976	activation of Janus kinase activity	4
GO_BP	GO:0042981	regulation of apoptotic process	83
GO_BP	GO:0042982	amyloid precursor protein metabolic process	9
GO_BP	GO:0042984	regulation of amyloid precursor protein biosynthetic process	3
GO_BP	GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	8
GO_BP	GO:0042986	positive regulation of amyloid precursor protein biosynthetic process	3
GO_BP	GO:0042987	amyloid precursor protein catabolic process	10
GO_BP	GO:0042996	regulation of Golgi to plasma membrane protein transport	1
GO_BP	GO:0042997	negative regulation of Golgi to plasma membrane protein transport	5
GO_BP	GO:0042998	positive regulation of Golgi to plasma membrane protein transport	5
GO_BP	GO:0043001	Golgi to plasma membrane protein transport	27
GO_BP	GO:0043009	chordate embryonic development	3
GO_BP	GO:0043010	camera-type eye development	8
GO_BP	GO:0043011	myeloid dendritic cell differentiation	2
GO_BP	GO:0043029	T cell homeostasis	8
GO_BP	GO:0043030	regulation of macrophage activation	5
GO_BP	GO:0043031	negative regulation of macrophage activation	5
GO_BP	GO:0043032	positive regulation of macrophage activation	10
GO_BP	GO:0043039	tRNA aminoacylation	2
GO_BP	GO:0043043	peptide biosynthetic process	4
GO_BP	GO:0043048	dolichyl monophosphate biosynthetic process	8
GO_BP	GO:0043049	otic placode formation	1
GO_BP	GO:0043062	extracellular structure organization	1
GO_BP	GO:0043065	positive regulation of apoptotic process	172
GO_BP	GO:0043066	negative regulation of apoptotic process	243
GO_BP	GO:0043067	regulation of programmed cell death	4
GO_BP	GO:0043068	positive regulation of programmed cell death	10
GO_BP	GO:0043069	negative regulation of programmed cell death	16
GO_BP	GO:0043085	positive regulation of catalytic activity	6
GO_BP	GO:0043086	negative regulation of catalytic activity	9
GO_BP	GO:0043087	regulation of GTPase activity	23
GO_BP	GO:0043090	amino acid import	2
GO_BP	GO:0043096	purine nucleobase salvage	1
GO_BP	GO:0043097	pyrimidine nucleoside salvage	2
GO_BP	GO:0043101	purine-containing compound salvage	1
GO_BP	GO:0043103	hypoxanthine salvage	2
GO_BP	GO:0043111	replication fork arrest	3
GO_BP	GO:0043113	receptor clustering	14
GO_BP	GO:0043114	regulation of vascular permeability	8
GO_BP	GO:0043116	negative regulation of vascular permeability	10
GO_BP	GO:0043117	positive regulation of vascular permeability	7
GO_BP	GO:0043122	regulation of canonical NF-kappaB signal transduction	19
GO_BP	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	154
GO_BP	GO:0043124	negative regulation of canonical NF-kappaB signal transduction	58
GO_BP	GO:0043129	surfactant homeostasis	5
GO_BP	GO:0043131	erythrocyte enucleation	1
GO_BP	GO:0043137	DNA replication, removal of RNA primer	3
GO_BP	GO:0043149	stress fiber assembly	14
GO_BP	GO:0043153	entrainment of circadian clock by photoperiod	19
GO_BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	216
GO_BP	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	23
GO_BP	GO:0043171	peptide catabolic process	11
GO_BP	GO:0043174	nucleoside salvage	3
GO_BP	GO:0043200	response to amino acid	3
GO_BP	GO:0043217	myelin maintenance	4
GO_BP	GO:0043242	negative regulation of protein-containing complex disassembly	2
GO_BP	GO:0043243	positive regulation of protein-containing complex disassembly	3
GO_BP	GO:0043244	regulation of protein-containing complex disassembly	1
GO_BP	GO:0043247	telomere maintenance in response to DNA damage	5
GO_BP	GO:0043248	proteasome assembly	5
GO_BP	GO:0043249	erythrocyte maturation	3
GO_BP	GO:0043252	sodium-independent organic anion transport	8
GO_BP	GO:0043254	regulation of protein-containing complex assembly	14
GO_BP	GO:0043266	regulation of potassium ion transport	3
GO_BP	GO:0043267	negative regulation of potassium ion transport	4
GO_BP	GO:0043268	positive regulation of potassium ion transport	6
GO_BP	GO:0043269	regulation of monoatomic ion transport	1
GO_BP	GO:0043270	positive regulation of monoatomic ion transport	1
GO_BP	GO:0043271	negative regulation of monoatomic ion transport	1
GO_BP	GO:0043276	anoikis	6
GO_BP	GO:0043277	apoptotic cell clearance	12
GO_BP	GO:0043278	response to morphine	2
GO_BP	GO:0043297	apical junction assembly	6
GO_BP	GO:0043299	leukocyte degranulation	1
GO_BP	GO:0043303	mast cell degranulation	6
GO_BP	GO:0043304	regulation of mast cell degranulation	3
GO_BP	GO:0043305	negative regulation of mast cell degranulation	1
GO_BP	GO:0043306	positive regulation of mast cell degranulation	3
GO_BP	GO:0043308	eosinophil degranulation	1
GO_BP	GO:0043310	negative regulation of eosinophil degranulation	1
GO_BP	GO:0043311	positive regulation of eosinophil degranulation	1
