source	pathway_id	pathway_name	bg_eligible_genes
Reactome	R-HSA-9028335	Activated NTRK2 signals through PI3K	6
Reactome	R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	9
Reactome	R-HSA-9029558	NR1H2 & NR1H3 regulate gene expression linked to lipogenesis	6
Reactome	R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	29
Reactome	R-HSA-9031525	NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake	4
Reactome	R-HSA-9031528	NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose	3
Reactome	R-HSA-9031628	NGF-stimulated transcription	34
Reactome	R-HSA-9032500	Activated NTRK2 signals through FYN	6
Reactome	R-HSA-9032759	NTRK2 activates RAC1	5
Reactome	R-HSA-9032845	Activated NTRK2 signals through CDK5	6
Reactome	R-HSA-9033241	Peroxisomal protein import	49
Reactome	R-HSA-9033500	TYSND1 cleaves peroxisomal proteins	6
Reactome	R-HSA-9033658	Blood group systems biosynthesis	9
Reactome	R-HSA-9034013	NTF3 activates NTRK3 signaling	2
Reactome	R-HSA-9034015	Signaling by NTRK3 (TRKC)	15
Reactome	R-HSA-9034793	Activated NTRK3 signals through PLCG1	3
Reactome	R-HSA-9034864	Activated NTRK3 signals through RAS	7
Reactome	R-HSA-9035034	RHOF GTPase cycle	38
Reactome	R-HSA-9036092	Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)	1
Reactome	R-HSA-9036866	Expression and Processing of Neurotrophins	4
Reactome	R-HSA-9037629	Lewis blood group biosynthesis	9
Reactome	R-HSA-909733	Interferon alpha/beta signaling	32
Reactome	R-HSA-912446	Meiotic recombination	22
Reactome	R-HSA-912526	Interleukin receptor SHC signaling	16
Reactome	R-HSA-912631	Regulation of signaling by CBL	22
Reactome	R-HSA-912694	Regulation of IFNA/IFNB signaling	10
Reactome	R-HSA-913531	Interferon Signaling	210
Reactome	R-HSA-913709	O-linked glycosylation of mucins	32
Reactome	R-HSA-916853	Degradation of GABA	2
Reactome	R-HSA-917729	Endosomal Sorting Complex Required For Transport (ESCRT)	27
Reactome	R-HSA-917937	Iron uptake and transport	44
Reactome	R-HSA-917977	Transferrin endocytosis and recycling	22
Reactome	R-HSA-918233	TRAF3-dependent IRF activation pathway	10
Reactome	R-HSA-927802	Nonsense-Mediated Decay (NMD)	72
Reactome	R-HSA-933541	TRAF6 mediated IRF7 activation	12
Reactome	R-HSA-933542	TRAF6 mediated NF-kB activation	17
Reactome	R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	9
Reactome	R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling	28
Reactome	R-HSA-936837	Ion transport by P-type ATPases	44
Reactome	R-HSA-936964	Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)	15
Reactome	R-HSA-937039	IRAK1 recruits IKK complex	13
Reactome	R-HSA-937041	IKK complex recruitment mediated by RIP1	18
Reactome	R-HSA-937042	IRAK2 mediated activation of TAK1 complex	10
Reactome	R-HSA-937061	TRIF (TICAM1)-mediated TLR4 signaling	95
Reactome	R-HSA-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex	14
Reactome	R-HSA-947581	Molybdenum cofactor biosynthesis	6
Reactome	R-HSA-948021	Transport to the Golgi and subsequent modification	151
Reactome	R-HSA-9603381	Activated NTRK3 signals through PI3K	5
Reactome	R-HSA-9603505	NTRK3 as a dependence receptor	3
Reactome	R-HSA-9603798	Class I peroxisomal membrane protein import	20
Reactome	R-HSA-9604323	Negative regulation of NOTCH4 signaling	37
Reactome	R-HSA-9605308	Diseases of Base Excision Repair	4
Reactome	R-HSA-9605310	Defective Base Excision Repair Associated with MUTYH	1
Reactome	R-HSA-9607240	FLT3 Signaling	33
Reactome	R-HSA-9608287	Defective MUTYH substrate binding	1
Reactome	R-HSA-9608290	Defective MUTYH substrate processing	1
Reactome	R-HSA-9609507	Protein localization	131
Reactome	R-HSA-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	20
Reactome	R-HSA-9609646	HCMV Infection	81
Reactome	R-HSA-9609690	HCMV Early Events	61
Reactome	R-HSA-9609736	Assembly and cell surface presentation of NMDA receptors	33
Reactome	R-HSA-9610379	HCMV Late Events	48
Reactome	R-HSA-9612973	Autophagy	127
Reactome	R-HSA-9613354	Lipophagy	8
Reactome	R-HSA-9613829	Chaperone Mediated Autophagy	19
Reactome	R-HSA-9614085	FOXO-mediated transcription	54
Reactome	R-HSA-9614399	Regulation of localization of FOXO transcription factors	10
Reactome	R-HSA-9614657	FOXO-mediated transcription of cell death genes	15
Reactome	R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	21
Reactome	R-HSA-9615710	Late endosomal microautophagy	29
Reactome	R-HSA-9615933	Postmitotic nuclear pore complex (NPC) reformation	26
Reactome	R-HSA-9616222	Transcriptional regulation of granulopoiesis	30
Reactome	R-HSA-9616333	Defective Base Excision Repair Associated with NTHL1	1
Reactome	R-HSA-9616334	Defective Base Excision Repair Associated with NEIL1	1
Reactome	R-HSA-9617324	Negative regulation of NMDA receptor-mediated neuronal transmission	20
Reactome	R-HSA-9617629	Regulation of FOXO transcriptional activity by acetylation	10
Reactome	R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	16
Reactome	R-HSA-9619229	Activation of RAC1 downstream of NMDARs	7
Reactome	R-HSA-9619483	Activation of AMPK downstream of NMDARs	19
Reactome	R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	26
Reactome	R-HSA-9620244	Long-term potentiation	21
Reactome	R-HSA-9623433	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	6
Reactome	R-HSA-9627069	Regulation of the apoptosome activity	9
Reactome	R-HSA-9629569	Protein hydroxylation	17
Reactome	R-HSA-9630221	Defective NTHL1 substrate processing	1
Reactome	R-HSA-9630222	Defective NTHL1 substrate binding	1
Reactome	R-HSA-9630747	Diseases of Cellular Senescence	2
Reactome	R-HSA-9630750	Evasion of Oncogene Induced Senescence Due to p16INK4A Defects	2
Reactome	R-HSA-9630791	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4	1
Reactome	R-HSA-9630794	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	2
Reactome	R-HSA-9632693	Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects	2
Reactome	R-HSA-9632697	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	1
Reactome	R-HSA-9632700	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	2
Reactome	R-HSA-9632974	NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis	3
Reactome	R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency	60
Reactome	R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	10
Reactome	R-HSA-9634597	GPER1 signaling	37
Reactome	R-HSA-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	9
Reactome	R-HSA-9634635	Estrogen-stimulated signaling through PRKCZ	5
Reactome	R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	20
Reactome	R-HSA-9634815	Transcriptional Regulation by NPAS4	32
Reactome	R-HSA-9635465	Suppression of apoptosis	6
Reactome	R-HSA-9635486	Infection with Mycobacterium tuberculosis	24
Reactome	R-HSA-9635644	Inhibition of membrane repair	1
Reactome	R-HSA-9636249	Inhibition of nitric oxide production	3
Reactome	R-HSA-9636383	Prevention of phagosomal-lysosomal fusion	10
Reactome	R-HSA-9636467	Blockage of phagosome acidification	2
Reactome	R-HSA-9636569	Suppression of autophagy	1
Reactome	R-HSA-9636667	Manipulation of host energy metabolism	1
Reactome	R-HSA-9637628	Modulation by Mtb of host immune system	7
Reactome	R-HSA-9637687	Suppression of phagosomal maturation	14
Reactome	R-HSA-9637690	Response of Mtb to phagocytosis	20
Reactome	R-HSA-9638334	Iron assimilation using enterobactin	1
Reactome	R-HSA-9638482	Metal ion assimilation from the host	1
Reactome	R-HSA-9638630	Attachment of bacteria to epithelial cells	19
Reactome	R-HSA-9639288	Amino acids regulate mTORC1	46
Reactome	R-HSA-9640148	Infection with Enterobacteria	28
Reactome	R-HSA-9640463	Wax biosynthesis	2
Reactome	R-HSA-9645135	STAT5 Activation	6
Reactome	R-HSA-9645460	Alpha-protein kinase 1 signaling pathway	11
Reactome	R-HSA-9645722	Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function	1
Reactome	R-HSA-9645723	Diseases of programmed cell death	39
Reactome	R-HSA-9646399	Aggrephagy	31
Reactome	R-HSA-964739	N-glycan trimming and elongation in the cis-Golgi	5
Reactome	R-HSA-9648002	RAS processing	22
Reactome	R-HSA-9648025	EML4 and NUDC in mitotic spindle formation	77
Reactome	R-HSA-964827	Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	3
Reactome	R-HSA-9648895	Response of EIF2AK1 (HRI) to heme deficiency	12
Reactome	R-HSA-964975	Vitamin B6 activation to pyridoxal phosphate	3
Reactome	R-HSA-9649913	RAS GTPase cycle mutants	2
Reactome	R-HSA-9649948	Signaling downstream of RAS mutants	36
Reactome	R-HSA-9652169	Signaling by MAP2K mutants	4
Reactome	R-HSA-9652282	Drug-mediated inhibition of ERBB2 signaling	4
Reactome	R-HSA-9652817	Signaling by MAPK mutants	4
Reactome	R-HSA-9656223	Signaling by RAF1 mutants	33
Reactome	R-HSA-9656249	Defective Base Excision Repair Associated with OGG1	1
Reactome	R-HSA-9656255	Defective OGG1 Substrate Binding	1
Reactome	R-HSA-9656256	Defective OGG1 Substrate Processing	1
Reactome	R-HSA-9657050	Defective OGG1 Localization	1
Reactome	R-HSA-9657689	Defective SERPING1 causes hereditary angioedema	1
Reactome	R-HSA-9658195	Leishmania infection	130
Reactome	R-HSA-9659379	Sensory processing of sound	52
Reactome	R-HSA-9659787	Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects	15
Reactome	R-HSA-9660537	Signaling by MRAS-complex mutants	8
Reactome	R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	35
Reactome	R-HSA-9660826	Purinergic signaling in leishmaniasis infection	20
Reactome	R-HSA-9661069	Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	15
Reactome	R-HSA-9661070	Defective translocation of RB1 mutants to the nucleus	1
Reactome	R-HSA-9662001	Defective factor VIII causes hemophilia A	4
Reactome	R-HSA-9662360	Sensory processing of sound by inner hair cells of the cochlea	49
Reactome	R-HSA-9662361	Sensory processing of sound by outer hair cells of the cochlea	34
Reactome	R-HSA-9662834	CD163 mediating an anti-inflammatory response	7
Reactome	R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	57
Reactome	R-HSA-9663199	Defective DNA double strand break response due to BRCA1 loss of function	2
Reactome	R-HSA-9663891	Selective autophagy	67
Reactome	R-HSA-9664323	FCGR3A-mediated IL10 synthesis	28
Reactome	R-HSA-9664407	Parasite infection	51
Reactome	R-HSA-9664417	Leishmania phagocytosis	51
Reactome	R-HSA-9664420	Killing mechanisms	9
Reactome	R-HSA-9664422	FCGR3A-mediated phagocytosis	51
Reactome	R-HSA-9664424	Cell recruitment (pro-inflammatory response)	20
Reactome	R-HSA-9664433	Leishmania parasite growth and survival	57
Reactome	R-HSA-9664535	LTC4-CYSLTR mediated IL4 production	2
Reactome	R-HSA-9664565	Signaling by ERBB2 KD Mutants	23
Reactome	R-HSA-9664873	Pexophagy	8
Reactome	R-HSA-9665230	Drug resistance in ERBB2 KD mutants	4
Reactome	R-HSA-9665233	Resistance of ERBB2 KD mutants to trastuzumab	4
Reactome	R-HSA-9665244	Resistance of ERBB2 KD mutants to sapitinib	4
Reactome	R-HSA-9665245	Resistance of ERBB2 KD mutants to tesevatinib	4
Reactome	R-HSA-9665246	Resistance of ERBB2 KD mutants to neratinib	4
Reactome	R-HSA-9665247	Resistance of ERBB2 KD mutants to osimertinib	4
Reactome	R-HSA-9665249	Resistance of ERBB2 KD mutants to afatinib	4
Reactome	R-HSA-9665250	Resistance of ERBB2 KD mutants to AEE788	4
Reactome	R-HSA-9665251	Resistance of ERBB2 KD mutants to lapatinib	4
Reactome	R-HSA-9665348	Signaling by ERBB2 ECD mutants	15
Reactome	R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	20
Reactome	R-HSA-9665737	Drug resistance in ERBB2 TMD/JMD mutants	4
Reactome	R-HSA-9667769	Acetylcholine inhibits contraction of outer hair cells	3
Reactome	R-HSA-9668250	Defective factor IX causes hemophilia B	3
Reactome	R-HSA-9668328	Sealing of the nuclear envelope (NE) by ESCRT-III	22
Reactome	R-HSA-9669914	Dasatinib-resistant KIT mutants	1
Reactome	R-HSA-9669917	Imatinib-resistant KIT mutants	1
Reactome	R-HSA-9669921	KIT mutants bind TKIs	1
Reactome	R-HSA-9669924	Masitinib-resistant KIT mutants	1
Reactome	R-HSA-9669926	Nilotinib-resistant KIT mutants	1
Reactome	R-HSA-9669929	Regorafenib-resistant KIT mutants	1
Reactome	R-HSA-9669933	Signaling by kinase domain mutants of KIT	1
Reactome	R-HSA-9669934	Sunitinib-resistant KIT mutants	1
Reactome	R-HSA-9669935	Signaling by juxtamembrane domain KIT mutants	1
Reactome	R-HSA-9669936	Sorafenib-resistant KIT mutants	1
Reactome	R-HSA-9669937	Drug resistance of KIT mutants	1
Reactome	R-HSA-9669938	Signaling by KIT in disease	18
Reactome	R-HSA-9670095	Inhibition of DNA recombination at telomere	18
Reactome	R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	18
Reactome	R-HSA-9670613	Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations	1
Reactome	R-HSA-9670615	Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations	1
Reactome	R-HSA-9670621	Defective Inhibition of DNA Recombination at Telomere	1
Reactome	R-HSA-9671555	Signaling by PDGFR in disease	18
Reactome	R-HSA-9671793	Diseases of hemostasis	12
Reactome	R-HSA-9672383	Defective factor IX causes thrombophilia	1
Reactome	R-HSA-9672387	Defective F8 accelerates dissociation of the A2 domain	1
Reactome	R-HSA-9672391	Defective F8 cleavage by thrombin	2
Reactome	R-HSA-9672393	Defective F8 binding to von Willebrand factor	2
Reactome	R-HSA-9672395	Defective F8 binding to the cell membrane	1
Reactome	R-HSA-9672396	Defective cofactor function of FVIIIa variant	1
Reactome	R-HSA-9672397	Defective F8 secretion	1
Reactome	R-HSA-9673013	Diseases of Telomere Maintenance	1
Reactome	R-HSA-9673163	Oleoyl-phe metabolism	1
Reactome	R-HSA-9673202	Defective F9 variant does not activate FX	1
Reactome	R-HSA-9673221	Defective F9 activation	1
Reactome	R-HSA-9673240	Defective gamma-carboxylation of F9	1
Reactome	R-HSA-9673324	WNT5:FZD7-mediated leishmania damping	9
Reactome	R-HSA-9673766	Signaling by cytosolic PDGFRA and PDGFRB fusion proteins	2
Reactome	R-HSA-9673767	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	11
Reactome	R-HSA-9673768	Signaling by membrane-tethered fusions of PDGFRA or PDGFRB	5
Reactome	R-HSA-9673770	Signaling by PDGFRA extracellular domain mutants	11
Reactome	R-HSA-9674396	Imatinib-resistant PDGFR mutants	1
Reactome	R-HSA-9674401	Sunitinib-resistant PDGFR mutants	1
Reactome	R-HSA-9674403	Regorafenib-resistant PDGFR mutants	1
Reactome	R-HSA-9674404	Sorafenib-resistant PDGFR mutants	1
Reactome	R-HSA-9674415	Drug resistance of PDGFR mutants	1
Reactome	R-HSA-9674428	PDGFR mutants bind TKIs	1
Reactome	R-HSA-9674519	Defective F8 sulfation at Y1699	3
Reactome	R-HSA-9674555	Signaling by CSF3 (G-CSF)	27
Reactome	R-HSA-9675108	Nervous system development	452
Reactome	R-HSA-9675126	Diseases of mitotic cell cycle	32
Reactome	R-HSA-9675132	Diseases of cellular response to stress	2
Reactome	R-HSA-9675135	Diseases of DNA repair	44
Reactome	R-HSA-9675136	Diseases of DNA Double-Strand Break Repair	35
Reactome	R-HSA-9675143	Diseases of the neuronal system	7
Reactome	R-HSA-9675151	Disorders of Developmental Biology	15
Reactome	R-HSA-9678108	SARS-CoV-1 Infection	110
Reactome	R-HSA-9678110	Attachment and Entry_9678110	2
Reactome	R-HSA-9679191	Potential therapeutics for SARS	81
Reactome	R-HSA-9679504	Translation of Replicase and Assembly of the Replication Transcription Complex_9679504	10
Reactome	R-HSA-9679506	SARS-CoV Infections	316
Reactome	R-HSA-9679514	SARS-CoV-1 Genome Replication and Transcription	3
Reactome	R-HSA-9680187	Signaling by extracellular domain mutants of KIT	1
Reactome	R-HSA-9680350	Signaling by CSF1 (M-CSF) in myeloid cells	27
Reactome	R-HSA-9682385	FLT3 signaling in disease	25
Reactome	R-HSA-9682706	Replication of the SARS-CoV-1 genome	3
Reactome	R-HSA-9683610	Maturation of nucleoprotein_9683610	11
Reactome	R-HSA-9683673	Maturation of protein 3a_9683673	9
Reactome	R-HSA-9683683	Maturation of protein E_9683683	4
Reactome	R-HSA-9683686	Maturation of spike protein_9683686	4
Reactome	R-HSA-9683701	Translation of Structural Proteins_9683701	28
Reactome	R-HSA-9684482	IFIT antiviral response	38
Reactome	R-HSA-9686114	Non-canonical inflammasome activation	5
Reactome	R-HSA-9686347	Microbial modulation of RIPK1-mediated regulated necrosis	2
Reactome	R-HSA-9687136	Aberrant regulation of mitotic exit in cancer due to RB1 defects	17
Reactome	R-HSA-9687139	Aberrant regulation of mitotic cell cycle due to RB1 defects	31
Reactome	R-HSA-9690406	Transcriptional regulation of testis differentiation	6
Reactome	R-HSA-9690722	Viral strategies to evade IFIT action	3
Reactome	R-HSA-9692912	SARS-CoV-1 targets PDZ proteins in cell-cell junction	1
Reactome	R-HSA-9692913	SARS-CoV-1-mediated effects on programmed cell death	2
Reactome	R-HSA-9692914	SARS-CoV-1-host interactions	72
Reactome	R-HSA-9692916	SARS-CoV-1 activates/modulates innate immune responses	32
Reactome	R-HSA-9693928	Defective RIPK1-mediated regulated necrosis	5
Reactome	R-HSA-9694493	Maturation of protein E_9694493	4
Reactome	R-HSA-9694516	SARS-CoV-2 Infection	223
Reactome	R-HSA-9694548	Maturation of spike protein_9694548	37
Reactome	R-HSA-9694614	Attachment and Entry_9694614	15
Reactome	R-HSA-9694631	Maturation of nucleoprotein_9694631	15
Reactome	R-HSA-9694635	Translation of Structural Proteins_9694635	57
Reactome	R-HSA-9694676	Translation of Replicase and Assembly of the Replication Transcription Complex_9694676	10
Reactome	R-HSA-9694682	SARS-CoV-2 Genome Replication and Transcription	3
Reactome	R-HSA-9694686	Replication of the SARS-CoV-2 genome	3
Reactome	R-HSA-9694719	Maturation of protein 3a_9694719	9
Reactome	R-HSA-9696264	RND3 GTPase cycle	34
Reactome	R-HSA-9696270	RND2 GTPase cycle	33
Reactome	R-HSA-9696273	RND1 GTPase cycle	35
Reactome	R-HSA-9697154	Disorders of Nervous System Development	10
Reactome	R-HSA-9699150	Defective DNA double strand break response due to BARD1 loss of function	2
Reactome	R-HSA-9700206	Signaling by ALK in cancer	79
Reactome	R-HSA-9700645	ALK mutants bind TKIs	11
Reactome	R-HSA-9700649	Drug resistance of ALK mutants	1
Reactome	R-HSA-9701190	Defective homologous recombination repair (HRR) due to BRCA2 loss of function	35
Reactome	R-HSA-9701192	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	20
Reactome	R-HSA-9701193	Defective homologous recombination repair (HRR) due to PALB2 loss of function	20
Reactome	R-HSA-9701898	STAT3 nuclear events downstream of ALK signaling	10
Reactome	R-HSA-9702506	Drug resistance of FLT3 mutants	1
Reactome	R-HSA-9702509	FLT3 mutants bind TKIs	1
Reactome	R-HSA-9702518	STAT5 activation downstream of FLT3 ITD mutants	9
Reactome	R-HSA-9702569	KW2449-resistant FLT3 mutants	1
Reactome	R-HSA-9702577	semaxanib-resistant FLT3 mutants	1
Reactome	R-HSA-9702581	crenolanib-resistant FLT3 mutants	1
Reactome	R-HSA-9702590	gilteritinib-resistant FLT3 mutants	1
Reactome	R-HSA-9702596	lestaurtinib-resistant FLT3 mutants	1
Reactome	R-HSA-9702600	midostaurin-resistant FLT3 mutants	1
Reactome	R-HSA-9702605	pexidartinib-resistant FLT3 mutants	1
Reactome	R-HSA-9702614	ponatinib-resistant FLT3 mutants	1
Reactome	R-HSA-9702620	quizartinib-resistant FLT3 mutants	1
Reactome	R-HSA-9702624	sorafenib-resistant FLT3 mutants	1
Reactome	R-HSA-9702632	sunitinib-resistant FLT3 mutants	1
Reactome	R-HSA-9702636	tandutinib-resistant FLT3 mutants	1
Reactome	R-HSA-9702998	linifanib-resistant FLT3 mutants	1
Reactome	R-HSA-9703009	tamatinib-resistant FLT3 mutants	1
Reactome	R-HSA-9703465	Signaling by FLT3 fusion proteins	17
Reactome	R-HSA-9703648	Signaling by FLT3 ITD and TKD mutants	14
Reactome	R-HSA-9704331	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	20
Reactome	R-HSA-9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	20
Reactome	R-HSA-9705462	Inactivation of CSF3 (G-CSF) signaling	22
Reactome	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses	82
Reactome	R-HSA-9705677	SARS-CoV-2 targets PDZ proteins in cell-cell junction	3
Reactome	R-HSA-9705683	SARS-CoV-2-host interactions	139
Reactome	R-HSA-9706019	RHOBTB3 ATPase cycle	9
Reactome	R-HSA-9706369	Negative regulation of FLT3	13
Reactome	R-HSA-9706374	FLT3 signaling through SRC family kinases	5
Reactome	R-HSA-9706377	FLT3 signaling by CBL mutants	6
Reactome	R-HSA-9706574	RHOBTB GTPase Cycle	31
Reactome	R-HSA-9707564	Cytoprotection by HMOX1	46
Reactome	R-HSA-9707587	Regulation of HMOX1 expression and activity	5
Reactome	R-HSA-9707616	Heme signaling	39
Reactome	R-HSA-9708296	tRNA-derived small RNA (tsRNA or tRNA-related fragment, tRF) biogenesis	2
Reactome	R-HSA-9708530	Regulation of BACH1 activity	11
Reactome	R-HSA-9709275	Impaired BRCA2 translocation to the nucleus	2
Reactome	R-HSA-9709570	Impaired BRCA2 binding to RAD51	30
Reactome	R-HSA-9709603	Impaired BRCA2 binding to PALB2	19
Reactome	R-HSA-9709957	Sensory Perception	125
Reactome	R-HSA-9710421	Defective pyroptosis	15
Reactome	R-HSA-9711097	Cellular response to starvation	106
Reactome	R-HSA-9711123	Cellular response to chemical stress	157
Reactome	R-HSA-9715370	Miro GTPase Cycle	7
Reactome	R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	552
Reactome	R-HSA-9717189	Sensory perception of taste	16
Reactome	R-HSA-9717207	Sensory perception of sweet, bitter, and umami (glutamate) taste	14
Reactome	R-HSA-9717264	ASP-3026-resistant ALK mutants	1
Reactome	R-HSA-9717301	NVP-TAE684-resistant ALK mutants	1
Reactome	R-HSA-9717316	alectinib-resistant ALK mutants	1
Reactome	R-HSA-9717319	brigatinib-resistant ALK mutants	1
Reactome	R-HSA-9717323	ceritinib-resistant ALK mutants	1
Reactome	R-HSA-9717326	crizotinib-resistant ALK mutants	1
Reactome	R-HSA-9717329	lorlatinib-resistant ALK mutants	1
Reactome	R-HSA-9723905	Loss of function of TP53 in cancer due to loss of tetramerization ability	1
Reactome	R-HSA-9723907	Loss of Function of TP53 in Cancer	1
Reactome	R-HSA-9725370	Signaling by ALK fusions and activated point mutants	79
Reactome	R-HSA-9725371	Nuclear events stimulated by ALK signaling in cancer	26
Reactome	R-HSA-9725554	Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin	1
Reactome	R-HSA-9726840	SHOC2 M1731 mutant abolishes MRAS complex function	8
Reactome	R-HSA-9726842	Gain-of-function MRAS complexes activate RAF signaling	8
Reactome	R-HSA-9729555	Sensory perception of sour taste	1
Reactome	R-HSA-9730414	MITF-M-regulated melanocyte development	127
Reactome	R-HSA-9730628	Sensory perception of salty taste	1
Reactome	R-HSA-9732724	IFNG signaling activates MAPKs	5
Reactome	R-HSA-9733458	Induction of Cell-Cell Fusion	9
Reactome	R-HSA-9733709	Cardiogenesis	16
Reactome	R-HSA-9734009	Defective Intrinsic Pathway for Apoptosis	19
Reactome	R-HSA-9734091	Drug-mediated inhibition of MET activation	2
Reactome	R-HSA-9734195	Defective APRT disrupts adenine salvage	1
Reactome	R-HSA-9734207	Nucleotide salvage defects	3
Reactome	R-HSA-9734281	Defective HPRT1 disrupts guanine and hypoxanthine salvage	1
Reactome	R-HSA-9734735	Defective ADA disrupts (deoxy)adenosine deamination	1
Reactome	R-HSA-9734767	Developmental Cell Lineages	26
Reactome	R-HSA-9734779	Developmental Cell Lineages of the Integumentary System	3
Reactome	R-HSA-9735804	Diseases of nucleotide metabolism	3
Reactome	R-HSA-9735869	SARS-CoV-1 modulates host translation machinery	23
Reactome	R-HSA-9735871	SARS-CoV-1 targets host intracellular signalling and regulatory pathways	15
Reactome	R-HSA-9748784	Drug ADME	35
Reactome	R-HSA-9748787	Azathioprine ADME	18
Reactome	R-HSA-9749641	Aspirin ADME	4
Reactome	R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	11
Reactome	R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	90
Reactome	R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	13
Reactome	R-HSA-975155	MyD88 dependent cascade initiated on endosome	90
Reactome	R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	13
Reactome	R-HSA-9752946	Expression and translocation of olfactory receptors	5
Reactome	R-HSA-9753281	Paracetamol ADME	7
Reactome	R-HSA-9753510	Signaling by RAS GAP mutants	2
Reactome	R-HSA-9753512	Signaling by RAS GTPase mutants	2
Reactome	R-HSA-9754119	Drug-mediated inhibition of CDK4/CDK6 activity	5
Reactome	R-HSA-9754189	Germ layer formation at gastrulation	9
Reactome	R-HSA-9754560	SARS-CoV-2 modulates autophagy	9
Reactome	R-HSA-9754678	SARS-CoV-2 modulates host translation machinery	36
Reactome	R-HSA-9754706	Atorvastatin ADME	2
Reactome	R-HSA-9755088	Ribavirin ADME	8
Reactome	R-HSA-9755511	KEAP1-NFE2L2 pathway	94
Reactome	R-HSA-975574	Reactions specific to the hybrid N-glycan synthesis pathway	1
Reactome	R-HSA-975576	N-glycan antennae elongation in the medial/trans-Golgi	22
Reactome	R-HSA-975577	N-Glycan antennae elongation	14
Reactome	R-HSA-9755779	SARS-CoV-2 targets host intracellular signalling and regulatory pathways	10
Reactome	R-HSA-975578	Reactions specific to the complex N-glycan synthesis pathway	7
Reactome	R-HSA-975634	Retinoid metabolism and transport	25
Reactome	R-HSA-9757110	Prednisone ADME	1
Reactome	R-HSA-9758274	Regulation of NF-kappa B signaling	18
Reactome	R-HSA-975871	MyD88 cascade initiated on plasma membrane	85
Reactome	R-HSA-9758881	Uptake of dietary cobalamins into enterocytes	4
Reactome	R-HSA-9758890	Transport of RCbl within the body	6
Reactome	R-HSA-9758919	Epithelial-Mesenchymal Transition (EMT) during gastrulation	2
Reactome	R-HSA-9758920	Formation of lateral plate mesoderm	2
Reactome	R-HSA-9758941	Gastrulation	76
Reactome	R-HSA-9759194	Nuclear events mediated by NFE2L2	73
Reactome	R-HSA-9759218	Cobalamin (Cbl) metabolism	7
Reactome	R-HSA-9759475	Regulation of CDH11 Expression and Function	24
