node_index,gene_id,gene_symbol,baseMean_primary,lfc_shrunk_primary,pvalue_primary,padj_primary,analysis_eligible_primary
0,ENSG00000000003,TSPAN6,791.416613946803,0.303177963995792,0.0319704836893078,0.0926908191241182,True
1,ENSG00000000005,TNMD,NA,NA,NA,NA,False
2,ENSG00000000419,DPM1,309.890647809387,0.0093109124759816,0.926069679890948,0.958632886587143,True
3,ENSG00000000457,SCYL3,582.790981821485,-0.0211088471203105,0.808220408001819,0.883297538359305,True
4,ENSG00000000460,FIRRM,36.2810866929115,-0.0340381551948189,0.772013139730618,0.859145144480192,True
5,ENSG00000000938,FGR,NA,NA,NA,NA,False
6,ENSG00000001036,FUCA2,2007.7092870454,-0.178590433707378,0.0352589350201714,0.0997192772090613,True
7,ENSG00000001084,GCLC,2042.11332089119,-0.0962967916954523,0.23226568769409,0.391058307112258,True
8,ENSG00000001167,NFYA,603.748094820808,0.199958725558582,0.0698926027788744,0.165108802620192,True
9,ENSG00000001460,STPG1,NA,NA,NA,NA,False
10,ENSG00000001461,NIPAL3,4069.90336697122,-0.0550325616880056,0.579167586558003,0.71751287787037,True
11,ENSG00000001497,LAS1L,1593.34920853742,0.0219823387476197,0.692931374996405,0.804560367737241,True
12,ENSG00000001561,ENPP4,1830.89118685512,-0.083865992364675,0.48861782316784,0.644541214216587,True
13,ENSG00000001617,SEMA3F,325.516302545089,-0.0593592864550724,0.627969416488673,0.756365768164914,True
14,ENSG00000001626,CFTR,30.9405837526411,0.0270999347275261,0.801056170836421,0.87798548676337,True
15,ENSG00000001629,ANKIB1,2036.53747811951,-0.0039170979532188,0.954541824562864,0.976011149505553,True
16,ENSG00000001630,CYP51A1,3037.02168319318,-0.351559837700564,0.0009351855452544,0.0059613931082946,True
17,ENSG00000001631,KRIT1,1354.59627837016,-0.0436258658107897,0.613104558308427,0.745088210036746,True
18,ENSG00000002016,RAD52,295.414138348851,0.415707539710676,3.02916848333793e-05,0.0003594136982541,True
19,ENSG00000002330,BAD,422.253826083462,-0.0869825934938789,0.303134368061346,0.468196112870877,True
20,ENSG00000002549,LAP3,2609.09449210912,-0.265699491990079,0.0142670481319786,0.0501920739457047,True
21,ENSG00000002587,HS3ST1,707.513674504012,-0.596959937821076,7.83323592310642e-07,1.63924472886705e-05,True
22,ENSG00000002745,WNT16,NA,NA,NA,NA,False
23,ENSG00000002746,HECW1,1977.28534179531,-0.729239369304374,2.9727696999619903e-10,1.36954302257956e-08,True
24,ENSG00000002822,MAD1L1,626.589311997547,-0.198817848607643,0.0910809028955654,0.20100447722715,True
25,ENSG00000002834,LASP1,3920.98966520684,-0.102961484766676,0.277988891874061,0.440446748941807,True
26,ENSG00000002919,SNX11,670.912126756573,0.200764282171069,0.0336139308003353,0.0960750734292704,True
27,ENSG00000002933,TMEM176A,626.967713609073,0.69044077653388,0.0005960512256947,0.0041693750086556,True
28,ENSG00000003056,M6PR,3979.04967803217,0.0039079084972496,0.955933363618015,0.976825959881684,True
29,ENSG00000003096,KLHL13,2704.49052349119,-0.0342763182846656,0.774937030830006,0.860987900772878,True
30,ENSG00000003137,CYP26B1,554.285794827159,0.049870839353259,0.355140348234215,0.522104051401721,True
31,ENSG00000003147,ICA1,1193.83735605767,-0.0065700017128168,0.93424735493088,0.964302747883929,True
32,ENSG00000003249,DBNDD1,1155.64712343772,-1.16389926407833,3.38548020462399e-06,5.69240434940587e-05,True
33,ENSG00000003393,ALS2,1247.86797987481,0.26015805239259,0.0001462137345538,0.0013239237865254,True
34,ENSG00000003402,CFLAR,774.385903387599,0.265885393964539,0.0401060794431113,0.109870215891094,True
35,ENSG00000003436,TFPI,269.413650046752,0.248798051515515,0.0809883454739435,0.183649954594218,True
36,ENSG00000003509,NDUFAF7,1087.08207901059,0.0505760933938919,0.481846974781165,0.638868868411317,True
37,ENSG00000003756,RBM5,2971.01601465478,0.192141042572421,0.0349538248868582,0.099051299323876,True
38,ENSG00000003987,MTMR7,2303.30695302605,-0.406878946219184,0.001457866502822,0.0084965648776612,True
39,ENSG00000003989,SLC7A2,1283.59018055792,0.170729253099453,0.18450148228691,0.331875735515227,True
40,ENSG00000004059,ARF5,2053.71980042447,-0.0236570709926492,0.798917415146162,0.876743216481509,True
41,ENSG00000004139,SARM1,670.491949324348,0.0890806522146513,0.353948026457536,0.520777296298132,True
42,ENSG00000004142,POLDIP2,2800.72827152806,-0.217437231366464,0.000158944694698,0.001411756656227,True
43,ENSG00000004399,PLXND1,715.776930447315,0.425881379248567,0.0089483262132532,0.0348646526592586,True
44,ENSG00000004455,AK2,545.697186652867,0.0122354286703452,0.891503165005483,0.938097446189298,True
45,ENSG00000004468,CD38,653.243253871521,-0.126083741213802,0.327497605323725,0.49346320620061,True
46,ENSG00000004478,FKBP4,6053.77384776146,-0.410624849588603,6.41753225714411e-06,9.8792292776134e-05,True
47,ENSG00000004487,KDM1A,1839.90771250932,-0.0139005375054232,0.875465450070461,0.92784435540037,True
48,ENSG00000004534,RBM6,1435.09310343963,-0.0195913154541307,0.79376568199289,0.873026762449744,True
49,ENSG00000004660,CAMKK1,3107.77424351089,0.0494353483334813,0.673443745134883,0.790207303076336,True
50,ENSG00000004700,RECQL,477.991831100461,-0.218724970444547,0.0348806274930991,0.0989385773524373,True
51,ENSG00000004766,VPS50,2050.86466966774,-0.106900018047985,0.243381388905756,0.403142398931755,True
52,ENSG00000004776,HSPB6,163.577564450679,0.0094320734843197,0.939742647974091,0.967671793316698,True
53,ENSG00000004777,ARHGAP33,1309.24022417946,0.689118321827221,8.45635734758212e-05,0.000844762560449,True
54,ENSG00000004779,NDUFAB1,1901.28687098662,-0.220297269381725,0.0002899935376009,0.0023171847029272,True
55,ENSG00000004799,PDK4,470.575496442429,0.275769280209928,0.0763769835914485,0.176126388454281,True
56,ENSG00000004838,ZMYND10,44.3174012134916,0.777837502850038,0.0084418032333008,0.0332412521181041,True
57,ENSG00000004846,ABCB5,NA,NA,NA,NA,False
58,ENSG00000004848,ARX,347.108259399908,1.93257188845197,6.08013442799058e-05,0.0006393800225822,True
59,ENSG00000004864,SLC25A13,194.211017660742,-0.24873406743396,0.095992450159813,0.20873047124135,True
60,ENSG00000004866,ST7,433.368762815186,0.336419505475196,0.0022966457808176,0.0121460436946385,True
61,ENSG00000004897,CDC27,1869.93111935809,0.123404543440361,0.0478021829536077,0.124654375908672,True
62,ENSG00000004939,SLC4A1,NA,NA,NA,NA,False
63,ENSG00000004948,CALCR,218.758298496774,1.70778849713751,0.0013467912124401,0.0079936729961586,True
64,ENSG00000004961,HCCS,1055.64221211288,-0.280730978519048,0.0018913889992443,0.010437911120446,True
65,ENSG00000004975,DVL2,298.382108388088,0.340828151731275,0.0005219958731941,0.0037344380529934,True
66,ENSG00000005001,PRSS22,NA,NA,NA,NA,False
67,ENSG00000005007,UPF1,1878.59444524406,0.17786746755705,0.0200049332712052,0.065317249675999,True
68,ENSG00000005020,SKAP2,721.755197327625,0.0515569273336753,0.682560421946353,0.796859038969579,True
69,ENSG00000005022,SLC25A5,7964.66899822153,-0.478636505243742,4.57521159411644e-05,0.0005069818169092,True
70,ENSG00000005059,MCUB,86.1812900560204,-0.204620246196775,0.103102149796937,0.220155473343985,True
71,ENSG00000005073,HOXA11,NA,NA,NA,NA,False
72,ENSG00000005100,DHX33,817.299275612961,-0.04246818368649,0.726359129836227,0.827742599384137,True
73,ENSG00000005102,MEOX1,54.6462413283698,-0.14281634007448,0.261040262417886,0.421830063012946,True
74,ENSG00000005108,THSD7A,1805.12723836363,-0.351369993990103,0.0140481538724458,0.0495606258776299,True
75,ENSG00000005156,LIG3,531.60196958085,-0.152525523172302,0.132809529780299,0.26412799747736,True
76,ENSG00000005175,RPAP3,930.683729540774,-0.116006096917326,0.173327569308191,0.317961032553839,True
77,ENSG00000005187,ACSM3,NA,NA,NA,NA,False
78,ENSG00000005189,REXO5,40.9460093483716,-0.0434847229860211,0.720333673136959,0.823753101204177,True
79,ENSG00000005194,CIAPIN1,1727.55090834716,-0.138484655756919,0.059155394886929,0.145668484995446,True
80,ENSG00000005206,SPPL2B,867.242167104591,-0.398738322057129,0.0010350090401845,0.0064956630231543,True
81,ENSG00000005238,ATOSB,948.546662210301,-0.215033485307164,0.0222622139291725,0.0707407439583633,True
82,ENSG00000005243,COPZ2,151.10854566644,0.204217232481896,0.14338249383602,0.279108748641947,True
83,ENSG00000005249,PRKAR2B,1856.23594079453,0.167698447437921,0.127687015191522,0.256659675573561,True
84,ENSG00000005302,MSL3,707.224879068623,-0.0693373160302781,0.340431447464118,0.507119070799031,True
85,ENSG00000005339,CREBBP,1488.98317179114,0.227483266262169,0.0123494747057309,0.0448510954010909,True
86,ENSG00000005379,TSPOAP1,3114.69951855331,0.0311561131869365,0.798983386172971,0.876743216481509,True
87,ENSG00000005381,MPO,NA,NA,NA,NA,False
88,ENSG00000005421,PON1,NA,NA,NA,NA,False
89,ENSG00000005436,GCFC2,126.556936435645,0.0990814986069429,0.373251832715475,0.540690523651287,True
90,ENSG00000005448,WDR54,361.052440371757,0.19590645806484,0.114704157723295,0.237470648837182,True
91,ENSG00000005469,CROT,963.025198334881,-0.226707553119803,0.0465915040798123,0.122487739718185,True
92,ENSG00000005471,ABCB4,133.190590768312,0.150434505842262,0.207145097295997,0.36082644713733,True
93,ENSG00000005483,KMT2E,2245.3724584019,0.0130549549929269,0.852716811603738,0.913511016996611,True
94,ENSG00000005486,RHBDD2,2787.44474046314,0.234008110696235,0.042787812109905,0.115135283035147,True
95,ENSG00000005513,SOX8,1667.60812251892,0.0063924384743325,0.956593912267231,0.977262743447727,True
96,ENSG00000005700,IBTK,844.045410688341,0.0879462111250802,0.245538800727416,0.40537431041595,True
97,ENSG00000005810,MYCBP2,7967.24961375943,0.021525667661433,0.676125482946637,0.792140679927327,True
98,ENSG00000005812,FBXL3,2823.19282969773,-0.108322297538698,0.231138090745379,0.389942825929528,True
99,ENSG00000005844,ITGAL,NA,NA,NA,NA,False
100,ENSG00000005882,PDK2,3184.26357058276,0.0033087905973584,0.975047474994371,0.986102612817964,True
101,ENSG00000005884,ITGA3,1240.07633813442,-0.464148985177655,0.0010181235308647,0.0064122111349565,True
102,ENSG00000005889,ZFX,746.705100545562,0.185259375057295,0.0328602778688823,0.0944001175781024,True
103,ENSG00000005893,LAMP2,4041.13465767883,-0.103180731226872,0.348204924153811,0.514988245825623,True
104,ENSG00000005961,ITGA2B,68.280478217363,0.0917506195466017,0.462528411206854,0.622229096988834,True
105,ENSG00000005981,ASB4,395.346734584353,0.603018968767293,0.0100658689799994,0.0381518789298045,True
106,ENSG00000006007,GDE1,5625.11761322734,-0.394731289120275,0.0009651138446561,0.0061088257796882,True
107,ENSG00000006015,REX1BD,842.742284132964,-0.0408518325985664,0.648079845539619,0.770485483783863,True
108,ENSG00000006016,CRLF1,77.6429790202601,2.11553529098167,0.0003185988074969,0.0024894757580963,True
109,ENSG00000006025,OSBPL7,574.790955399177,-0.239952908713903,0.0427401287276195,0.115074153447206,True
110,ENSG00000006042,TMEM98,682.462658935877,-0.410077398343744,0.0053176687877306,0.0233563522302035,True
111,ENSG00000006047,YBX2,30.7341975200255,0.835177465597506,0.0004676187839442,0.0034292953035956,True
112,ENSG00000006062,MAP3K14,183.682224032845,-0.24380475278286,0.0938233231783224,0.205291568478386,True
113,ENSG00000006071,ABCC8,448.020540746305,-0.338952686113012,0.0214003442160193,0.0688192608552479,True
114,ENSG00000006116,CACNG3,763.559271016068,0.283445726784706,0.0041825921922198,0.0194112405909776,True
115,ENSG00000006118,TMEM132A,1553.63034586286,0.267808238577111,0.0406217597109492,0.110824267220089,True
116,ENSG00000006125,AP2B1,10212.0257921266,-0.0948515669281534,0.419019597888219,0.583417412004886,True
117,ENSG00000006128,TAC1,1253.96261149574,1.45177832290319,7.09502569698747e-05,0.0007314273622214,True
118,ENSG00000006194,ZNF263,594.412936860895,0.195470627899593,0.0337106307240828,0.0962804995718403,True
119,ENSG00000006210,CX3CL1,10877.1592083306,-0.126457634978569,0.325765933837204,0.491678645130267,True
120,ENSG00000006282,SPATA20,NA,NA,NA,NA,False
121,ENSG00000006283,CACNA1G,3211.92247934306,-0.833542956523629,0.0036055854472976,0.0172818018943076,True
122,ENSG00000006377,DLX6,170.89991020986,1.06058304049298,0.0053100796360511,0.0233431917450595,True
123,ENSG00000006432,MAP3K9,591.223533089242,-0.681380274917956,6.22404968949697e-08,1.69436954425981e-06,True
124,ENSG00000006451,RALA,2913.75167649715,-0.27573817758822,0.0001546706147744,0.0013835649516484,True
125,ENSG00000006453,BAIAP2L1,73.5514674824694,-0.125292116164091,0.301894376206746,0.466739467676981,True
126,ENSG00000006459,KDM7A,1711.33349870332,-0.099008013152314,0.426216277475948,0.590300861338509,True
127,ENSG00000006468,ETV1,3740.23274805286,-0.103610979372854,0.411008117376509,0.57602206546728,True
128,ENSG00000006530,AGK,1020.68562366595,-0.144708373261302,0.030234008382773,0.0888576506694253,True
129,ENSG00000006534,ALDH3B1,199.339530503542,-0.0525738148928219,0.662584306807227,0.781590961049944,True
130,ENSG00000006555,TTC22,37.140491349888,0.86761021187497,0.0049792235017754,0.0221285137744983,True
131,ENSG00000006576,PHTF2,428.315930660805,-0.32772332318064,0.001120441657661,0.0068975989860021,True
132,ENSG00000006607,FARP2,229.71834855626,-0.226618451139641,0.0195903567444857,0.0642471751695951,True
133,ENSG00000006611,USH1C,NA,NA,NA,NA,False
134,ENSG00000006625,GGCT,573.198544987806,-0.114064805925879,0.239689173073531,0.399757423384936,True
135,ENSG00000006634,DBF4,36.8690430854289,-0.0612235162716091,0.595787991930527,0.730396616323419,True
136,ENSG00000006638,TBXA2R,35.9106947525497,-0.0659729371782869,0.588865393317698,0.724531407919848,True
137,ENSG00000006652,IFRD1,838.082296681102,0.079879170585608,0.385968687628438,0.552444313679625,True
138,ENSG00000006695,COX10,640.912716470514,-0.21582209540453,0.0700222529078198,0.165321921310616,True
139,ENSG00000006704,GTF2IRD1,837.556923871414,-0.336702088594744,0.0326183232869615,0.0938980663721937,True
140,ENSG00000006712,PAF1,1582.77043407736,0.180368544061884,0.0066586483338854,0.0277395892995285,True
141,ENSG00000006715,VPS41,6105.85625139711,-0.235522027081391,9.70487301640013e-06,0.0001407822236761,True
142,ENSG00000006740,ARHGAP44,5113.26904503825,-0.743654582290283,1.16164906099634e-07,2.93374703617488e-06,True
143,ENSG00000006744,ELAC2,908.329858774039,-0.14656733351531,0.112386534150715,0.234447742579788,True
144,ENSG00000006747,SCIN,NA,NA,NA,NA,False
145,ENSG00000006788,MYH13,NA,NA,NA,NA,False
146,ENSG00000006831,ADIPOR2,2859.64108893838,0.0141783694717927,0.909404285587786,0.948153668228267,True
147,ENSG00000006837,CDKL3,390.694246333381,-0.13402338285199,0.200907700167596,0.352907282822326,True
148,ENSG00000007001,UPP2,1068.8935052232,-0.382864844166673,0.0004429752400841,0.0032695420155743,True
149,ENSG00000007047,MARK4,2272.34701513411,-0.219753760966201,0.0893910425689612,0.197969914138022,True
150,ENSG00000007062,PROM1,560.371765454088,-0.353498487495781,0.0003282687046927,0.0025516906668234,True
151,ENSG00000007080,CCDC124,2161.59197029816,-0.192451728785256,0.0480676880691854,0.125165075123425,True
152,ENSG00000007168,PAFAH1B1,22239.4907038022,-0.235639704847724,0.0003550058434862,0.0027208461264633,True
153,ENSG00000007171,NOS2,33.9003870955455,-0.143844844528529,0.246668951415874,0.406652956083032,True
154,ENSG00000007174,DNAH9,127.78784500994,0.339096077757325,0.0415416593461759,0.112746967975152,True
155,ENSG00000007202,BLTP2,8691.83966615309,-0.238629984895004,0.0004401132664454,0.0032560615012261,True
156,ENSG00000007216,SLC13A2,NA,NA,NA,NA,False
157,ENSG00000007237,GAS7,1739.28267395914,1.42216542474339,2.12256155410774e-19,3.70770231472403e-17,True
158,ENSG00000007255,TRAPPC6A,174.72588193146,-0.0901869383892847,0.365899297231965,0.533431721489096,True
159,ENSG00000007264,MATK,1957.58784650897,0.581640672781991,7.952399330557939e-11,4.0492844688432e-09,True
160,ENSG00000007312,CD79B,NA,NA,NA,NA,False
161,ENSG00000007314,SCN4A,NA,NA,NA,NA,False
162,ENSG00000007341,ST7L,955.837211396108,-0.0647983133349346,0.322866338193376,0.488789400466334,True
163,ENSG00000007350,TKTL1,NA,NA,NA,NA,False
164,ENSG00000007372,PAX6,378.591220149665,0.181664428632333,0.180595443997603,0.326624805746024,True
165,ENSG00000007376,RPUSD1,1062.81929295487,0.421466221747052,1.46593727625739e-05,0.0001993199256593,True
166,ENSG00000007384,RHBDF1,258.130085007234,0.339517471941018,0.0080821185527636,0.032154873526629,True
167,ENSG00000007392,LUC7L,3503.90120536214,0.134057273210106,0.082825145914834,0.18657922679331,True
168,ENSG00000007402,CACNA2D2,2789.63911318148,-0.0605097416572936,0.61056582582363,0.742873792336635,True
169,ENSG00000007516,BAIAP3,4331.31736068322,1.15183647034386,0.0012788034369658,0.0076844294442044,True
170,ENSG00000007520,TSR3,515.56953177645,-0.0790407361328701,0.428299973607153,0.591948216270018,True
171,ENSG00000007541,PIGQ,2863.60007775428,-0.302478488055183,0.0025280289844913,0.0130414358236043,True
172,ENSG00000007545,CRAMP1,810.592370938887,0.0238280421349867,0.812395235002005,0.885935564954497,True
173,ENSG00000007866,TEAD3,84.7755990364294,0.231169882333887,0.108323397329452,0.228243150982161,True
174,ENSG00000007908,SELE,NA,NA,NA,NA,False
175,ENSG00000007923,DNAJC11,2036.35783659074,-0.070547411580553,0.317723585267137,0.483520754052136,True
176,ENSG00000007933,FMO3,NA,NA,NA,NA,False
177,ENSG00000007944,MYLIP,498.979815058251,0.355838595330464,0.0069784041349042,0.0287573357813536,True
178,ENSG00000007952,NOX1,NA,NA,NA,NA,False
179,ENSG00000007968,E2F2,36.5973030637927,0.485669603924179,0.0178933013984376,0.0599957482506398,True
180,ENSG00000008018,PSMB1,4395.45620298345,-0.0447141981532957,0.399687303688354,0.566371946916103,True
181,ENSG00000008056,SYN1,11095.8968531116,-0.0859952119655503,0.446266535195864,0.60776331490616,True
182,ENSG00000008083,JARID2,1053.73968646626,-0.18999514003845,0.0519836129975657,0.132401356960385,True
183,ENSG00000008086,CDKL5,3879.05409469777,-0.314210383027282,0.0423285799805182,0.114339894848578,True
184,ENSG00000008118,CAMK1G,740.423932221989,0.4652331471899,0.0095910251731976,0.0368099858417172,True
185,ENSG00000008130,NADK,1735.75347569808,0.0504238361651669,0.56638462061917,0.707601010581832,True
186,ENSG00000008196,TFAP2B,NA,NA,NA,NA,False
187,ENSG00000008197,TFAP2D,NA,NA,NA,NA,False
188,ENSG00000008226,DLEC1,68.9595698410222,-0.158303617479487,0.225017944193493,0.382749619167103,True
189,ENSG00000008256,CYTH3,1067.77979349579,0.003502962299693,0.96714506729795,0.981821253644872,True
190,ENSG00000008277,ADAM22,5696.63590718169,-0.11571952749728,0.17294015757727,0.3175282280072,True
191,ENSG00000008282,SYPL1,2441.11654981467,-0.0459328733980993,0.696306521679742,0.807137983701946,True
192,ENSG00000008283,CYB561,1899.57305675767,0.0081270602543185,0.924587622780985,0.958153315669395,True
193,ENSG00000008294,SPAG9,12707.6799595452,-0.214007183561611,3.12354256868528e-06,5.30159175254451e-05,True
194,ENSG00000008300,CELSR3,1043.42311205881,0.470162119593357,0.0004607126236461,0.0033825935012248,True
195,ENSG00000008311,AASS,131.944892402708,0.0824265749263694,0.504229597525664,0.657238641111025,True
196,ENSG00000008323,PLEKHG6,NA,NA,NA,NA,False
197,ENSG00000008324,SS18L2,1037.10095015083,-0.279044889804335,0.000954856426895,0.0060622055936691,True
198,ENSG00000008382,MPND,2031.42696414765,-0.283859796219343,1.20501310632119e-07,3.01901391199235e-06,True
199,ENSG00000008394,MGST1,516.604792286204,0.0643401974165737,0.585504567457811,0.722020878999596,True
200,ENSG00000008405,CRY1,780.950727171292,-0.228861293510569,0.0564200588706432,0.140458250280301,True
201,ENSG00000008438,PGLYRP1,174.495916094392,-0.0030050493622964,0.978447972144731,0.988111461832687,True
202,ENSG00000008441,NFIX,3926.50434009642,0.564959999542391,0.0015869805463493,0.0090766049710941,True
203,ENSG00000008513,ST3GAL1,926.399098569188,0.165822267515881,0.214494885837614,0.370258328188261,True
204,ENSG00000008516,MMP25,NA,NA,NA,NA,False
205,ENSG00000008710,PKD1,2115.43095172068,0.357776582020695,5.10355550917984e-06,8.1767411005038e-05,True
206,ENSG00000008735,MAPK8IP2,11570.2015534283,-0.0609229964064552,0.287194435739977,0.450323453223002,True
207,ENSG00000008838,MED24,2053.73219497813,0.0509183294862431,0.623099537976879,0.752764474332952,True
208,ENSG00000008853,RHOBTB2,2337.64998087894,-0.282038097711472,0.0225316330939176,0.0713804406605042,True
209,ENSG00000008869,HEATR5B,1601.63205769248,-0.228848622055456,0.0001085586349772,0.0010304467563081,True
210,ENSG00000008952,SEC62,8113.98554201899,-0.307545810950354,1.06869209541535e-06,2.13010150301726e-05,True
211,ENSG00000008988,RPS20,3549.95392779571,0.082351211295681,0.330616114854501,0.496496582271649,True
212,ENSG00000009307,CSDE1,8590.44121403574,-0.165569750015036,0.0037747157941054,0.017955597784593,True
213,ENSG00000009335,UBE3C,3188.58434131554,-0.211653123219284,0.0223485106749655,0.0708895885899221,True
214,ENSG00000009413,REV3L,1191.28918822336,0.420067232960142,1.5065551374152e-05,0.0002041804306386,True
215,ENSG00000009694,TENM1,1880.97827984633,-0.138616089551056,0.28985655733194,0.452972902778803,True
216,ENSG00000009709,PAX7,NA,NA,NA,NA,False
217,ENSG00000009724,MASP2,NA,NA,NA,NA,False
218,ENSG00000009765,IYD,90.4958299124183,-0.16795619220698,0.0059097893897247,0.0252900378205402,True
219,ENSG00000009780,FAM76A,1582.10346790975,0.474789044240646,8.43791975763003e-06,0.0001245583530419,True
220,ENSG00000009790,TRAF3IP3,NA,NA,NA,NA,False
221,ENSG00000009830,POMT2,692.962442639068,-0.0065462857874589,0.935800076914621,0.965324900695513,True
222,ENSG00000009844,VTA1,1161.58657362532,-0.284492295247265,2.25418357980493e-05,0.000282969588662,True
223,ENSG00000009950,MLXIPL,50.8507418719694,0.113664781177062,0.350233931488668,0.516829208761546,True
224,ENSG00000009954,BAZ1B,3896.25179605559,0.0846565588013353,0.276883646488159,0.439396983651891,True
225,ENSG00000010017,RANBP9,2936.10618397949,-0.105104587756301,0.262489580830955,0.423410473016663,True
226,ENSG00000010072,SPRTN,470.212247597054,0.0284883972864133,0.704776840934463,0.812389178666734,True
227,ENSG00000010165,METTL13,430.909053088595,0.0519172649616581,0.582961403565784,0.720226480613641,True
228,ENSG00000010219,DYRK4,NA,NA,NA,NA,False
229,ENSG00000010244,ZNF207,2911.99046911508,0.0764668381316781,0.324953853288153,0.490983254781967,True
230,ENSG00000010256,UQCRC1,6856.32915223109,-0.247170832395177,0.0007816151323256,0.0051684403360986,True
231,ENSG00000010270,STARD3NL,1471.03492876109,0.0470006953488192,0.569549921870798,0.710358443722069,True
232,ENSG00000010278,CD9,1621.77451247428,0.064696451382902,0.555711677497739,0.699898434597342,True
233,ENSG00000010282,HHATL,347.023797311863,-0.52954958679957,0.0060878206347506,0.0258496016621402,True
234,ENSG00000010292,NCAPD2,503.816556484631,-0.0795698082457149,0.483260113707176,0.640055017912295,True
235,ENSG00000010295,IFFO1,1466.93804333795,-0.334518642318259,0.0005653054391284,0.0039942957909652,True
236,ENSG00000010310,GIPR,74.7217619313896,-0.0697276200309353,0.552740695870697,0.697698657456388,True
237,ENSG00000010318,PHF7,126.632390570822,0.139306026546152,0.256889468005841,0.417482728919687,True
238,ENSG00000010319,SEMA3G,241.717757241854,-0.0136828845636603,0.875357708213262,0.927808351272391,True
239,ENSG00000010322,NISCH,13053.7840905467,0.136711783118072,0.0693359172118414,0.164372213566468,True
240,ENSG00000010327,STAB1,433.917666347268,0.33127456725575,0.0416571462648497,0.112896010405967,True
241,ENSG00000010361,FUZ,231.947470234552,0.220088460019849,0.118345398431097,0.24292966803785,True
242,ENSG00000010379,SLC6A13,684.883834518079,0.081404644609236,0.229935208836017,0.388747831903561,True
243,ENSG00000010404,IDS,14248.8925917214,0.397898881886067,1.09195187748465e-05,0.0001557083759991,True
244,ENSG00000010610,CD4,NA,NA,NA,NA,False
245,ENSG00000010626,LRRC23,95.5832355152227,0.191065568637234,0.114260522847318,0.236981298788047,True
246,ENSG00000010671,BTK,37.9429439743703,0.251709818119846,0.0908897646526306,0.200628632292139,True
247,ENSG00000010704,HFE,200.79030697022,0.161357403866555,0.221615052617193,0.378702787604135,True
248,ENSG00000010803,SCMH1,765.881396117067,0.161961083115066,0.0696143704206521,0.164729085395176,True
249,ENSG00000010810,FYN,4209.1678038283,-0.0361663668583804,0.702044353571422,0.810502279683108,True
250,ENSG00000010818,HIVEP2,2843.19921229667,0.163024958534989,0.221496616098149,0.37855183322006,True
251,ENSG00000010932,FMO1,267.876782254454,0.302847706847077,0.0597104353727037,0.146732736553828,True
252,ENSG00000011007,ELOA,912.848929020043,0.13600846820318,0.016724285139108,0.0567110634118524,True
253,ENSG00000011009,LYPLA2,1795.84183868364,-0.241118142408096,0.0195842092554246,0.0642471751695951,True
254,ENSG00000011021,CLCN6,4260.08844635929,-0.226274711590597,0.000304806145408,0.0024049855023822,True
255,ENSG00000011028,MRC2,424.447729881068,0.179474353181421,0.102789554691333,0.219599835120247,True
256,ENSG00000011083,SLC6A7,2001.73145030116,-0.140885679869901,0.274433048651856,0.436683255679959,True
257,ENSG00000011105,TSPAN9,2406.7839040241,-0.341169023956887,0.0130306059330329,0.046725978724581,True
258,ENSG00000011114,BTBD7,875.554203513243,0.230770370831367,0.0040113235468286,0.0187897267219607,True
259,ENSG00000011132,APBA3,486.799534301761,-0.0516034724072909,0.627934865647106,0.756365768164914,True
260,ENSG00000011143,MKS1,201.125781342352,-0.082387952055073,0.479029337926048,0.636692522667424,True
261,ENSG00000011198,ABHD5,586.958905453576,-0.15570309681125,0.204486541661588,0.3575955554057,True
262,ENSG00000011243,AKAP8L,1376.56496043712,0.224669835408145,0.0046919601832627,0.0211205380189319,True
263,ENSG00000011258,MBTD1,594.8886745477,0.30467400120264,0.0029653403636517,0.0148670680966355,True
264,ENSG00000011260,UTP18,621.050287605784,0.227015160432683,0.0038886624506471,0.018379446689887,True
265,ENSG00000011275,RNF216,1415.6994148931,0.302126839079723,2.18463747406683e-05,0.0002773321281124,True
266,ENSG00000011295,TTC19,3251.18368638404,-0.543670441574135,0.0079162533025586,0.0316473991691928,True
267,ENSG00000011304,PTBP1,762.759250949485,0.287896002466031,0.0184905908747696,0.0616042811740336,True
268,ENSG00000011332,DPF1,663.582581332722,0.84405498540361,3.6587138937061394e-11,1.98343295866992e-09,True
269,ENSG00000011347,SYT7,8824.3298487702,-0.91432774602505,0.0009225424079274,0.005892745487305,True
270,ENSG00000011376,LARS2,2240.09954850827,-0.124306774747512,0.095233548420385,0.207726732307177,True
271,ENSG00000011405,PIK3C2A,654.542608948065,0.0542247354852928,0.601265521168434,0.734828146898785,True
272,ENSG00000011422,PLAUR,NA,NA,NA,NA,False
273,ENSG00000011426,ANLN,2983.76013530784,-0.0371939368322136,0.741931568490686,0.839671856106124,True
274,ENSG00000011451,WIZ,1102.63458200847,-0.065434154242342,0.502472591221319,0.65618680427157,True
275,ENSG00000011454,RABGAP1,3287.21412567617,0.0507785400525375,0.485603206879228,0.642000127998668,True
276,ENSG00000011465,DCN,1552.276297605,0.752340124562874,0.0084654761868,0.0333031886147589,True
277,ENSG00000011478,QPCTL,479.465626963114,0.114598922475514,0.256013373068372,0.416426795846703,True
278,ENSG00000011485,PPP5C,3267.75600417537,-0.0893066421037031,0.170115030242338,0.314221873308545,True
