source_node_index,target_node_index,source_gene_id,target_gene_id,weight,combined_score,source_edge_multiplicity
2,6559,ENSG00000000419,ENSG00000136908,0.994,994,2
2,12481,ENSG00000000419,ENSG00000179085,0.995,995,2
6,12494,ENSG00000001036,ENSG00000179163,0.916,916,2
7,402,ENSG00000001084,ENSG00000023909,0.999,999,2
8,886,ENSG00000001167,ENSG00000066136,0.999,999,2
8,2078,ENSG00000001167,ENSG00000100393,0.753,753,2
8,4624,ENSG00000001167,ENSG00000120837,0.999,999,2
8,10908,ENSG00000001167,ENSG00000168556,0.9,900,2
8,13357,ENSG00000001167,ENSG00000185591,0.716,716,2
11,409,ENSG00000001497,ENSG00000025293,0.9,900,2
11,843,ENSG00000001497,ENSG00000065268,0.961,961,2
11,2174,ENSG00000001497,ENSG00000100888,0.9,900,2
11,2562,ENSG00000001497,ENSG00000103510,0.9,900,2
11,2841,ENSG00000001497,ENSG00000105618,0.9,900,2
11,2964,ENSG00000001497,ENSG00000106290,0.9,900,2
11,4255,ENSG00000001497,ENSG00000117222,0.9,900,2
11,4335,ENSG00000001497,ENSG00000118058,0.9,900,2
11,4544,ENSG00000001497,ENSG00000120071,0.9,900,2
11,4674,ENSG00000001497,ENSG00000121481,0.9,900,2
11,5170,ENSG00000001497,ENSG00000125952,0.9,900,2
11,5640,ENSG00000001497,ENSG00000130699,0.9,900,2
11,6556,ENSG00000001497,ENSG00000136891,0.994,994,2
11,7241,ENSG00000001497,ENSG00000141456,0.993,993,2
11,8585,ENSG00000001497,ENSG00000153391,0.9,900,2
11,9434,ENSG00000001497,ENSG00000161956,0.986,986,2
11,9494,ENSG00000001497,ENSG00000162408,0.971,971,2
11,10989,ENSG00000001497,ENSG00000169016,0.9,900,2
11,11601,ENSG00000001497,ENSG00000172534,0.9,900,2
11,11838,ENSG00000001497,ENSG00000174197,0.9,900,2
11,12067,ENSG00000001497,ENSG00000175792,0.9,900,2
11,12454,ENSG00000001497,ENSG00000178913,0.9,900,2
11,12982,ENSG00000001497,ENSG00000183207,0.9,900,2
11,13656,ENSG00000001497,ENSG00000187778,0.9,900,2
11,13949,ENSG00000001497,ENSG00000196363,0.912,912,2
11,15419,ENSG00000001497,ENSG00000258315,0.9,900,2
12,13876,ENSG00000001561,ENSG00000189283,0.9,900,2
13,1900,ENSG00000001617,ENSG00000099250,0.955,955,2
13,3900,ENSG00000001617,ENSG00000114554,0.925,925,2
13,4352,ENSG00000001617,ENSG00000118257,0.986,986,2
13,5681,ENSG00000001617,ENSG00000130827,0.971,971,2
14,579,ENSG00000001626,ENSG00000047932,0.962,962,2
14,835,ENSG00000001626,ENSG00000065054,0.84,840,2
14,1399,ENSG00000001626,ENSG00000080824,0.932,932,2
14,1814,ENSG00000001626,ENSG00000092820,0.771,771,2
14,1883,ENSG00000001626,ENSG00000096384,0.889,889,2
14,2513,ENSG00000001626,ENSG00000103194,0.83,830,2
14,2602,ENSG00000001626,ENSG00000104067,0.905,905,2
14,3276,ENSG00000001626,ENSG00000109062,0.999,999,2
14,3373,ENSG00000001626,ENSG00000109971,0.782,782,2
14,5275,ENSG00000001626,ENSG00000127022,0.801,801,2
14,6576,ENSG00000001626,ENSG00000136986,0.717,717,2
14,8406,ENSG00000001626,ENSG00000151704,0.735,735,2
14,10130,ENSG00000001626,ENSG00000164924,0.901,901,2
14,10208,ENSG00000001626,ENSG00000165280,0.716,716,2
14,10567,ENSG00000001626,ENSG00000166913,0.907,907,2
14,11169,ENSG00000001626,ENSG00000170027,0.901,901,2
14,11877,ENSG00000001626,ENSG00000174502,0.7,700,2
14,11919,ENSG00000001626,ENSG00000174827,0.863,863,2
14,14052,ENSG00000001626,ENSG00000196924,0.944,944,2
14,14578,ENSG00000001626,ENSG00000204308,0.879,879,2
16,6062,ENSG00000001630,ENSG00000133935,0.796,796,2
17,3866,ENSG00000001631,ENSG00000114209,0.787,787,2
17,3982,ENSG00000001631,ENSG00000115234,0.993,993,2
17,4158,ENSG00000001631,ENSG00000116473,0.98,980,2
17,4428,ENSG00000001631,ENSG00000119185,0.994,994,2
17,5292,ENSG00000001631,ENSG00000127314,0.97,970,2
17,6458,ENSG00000001631,ENSG00000136280,0.996,996,2
17,11773,ENSG00000001631,ENSG00000173706,0.993,993,2
18,285,ENSG00000002016,ENSG00000012048,0.93,930,2
18,286,ENSG00000002016,ENSG00000012061,0.721,721,2
18,634,ENSG00000002016,ENSG00000051180,0.994,994,2
18,1515,ENSG00000002016,ENSG00000085224,0.909,909,2
18,2984,ENSG00000002016,ENSG00000106399,0.861,861,2
18,4319,ENSG00000002016,ENSG00000117748,0.955,955,2
18,5864,ENSG00000002016,ENSG00000132383,0.931,931,2
18,6995,ENSG00000002016,ENSG00000139618,0.935,935,2
18,10228,ENSG00000002016,ENSG00000165392,0.963,963,2
19,3267,ENSG00000002330,ENSG00000108953,0.773,773,2
19,5372,ENSG00000002330,ENSG00000128245,0.716,716,2
19,6124,ENSG00000002330,ENSG00000134308,0.716,716,2
19,10130,ENSG00000002330,ENSG00000164924,0.802,802,2
19,10567,ENSG00000002330,ENSG00000166913,0.756,756,2
19,11432,ENSG00000002330,ENSG00000171552,0.998,998,2
19,11474,ENSG00000002330,ENSG00000171791,0.992,992,2
19,12068,ENSG00000002330,ENSG00000175793,0.802,802,2
20,10539,ENSG00000002549,ENSG00000166825,0.9,900,2
22,1534,ENSG00000002745,ENSG00000085741,0.744,744,2
22,4191,ENSG00000002745,ENSG00000116729,0.76,760,2
22,10132,ENSG00000002745,ENSG00000164930,0.799,799,2
22,11916,ENSG00000002745,ENSG00000174804,0.75,750,2
23,3085,ENSG00000002746,ENSG00000107404,0.953,953,2
24,570,ENSG00000002822,ENSG00000047410,0.948,948,2
24,3441,ENSG00000002822,ENSG00000110713,0.9,900,2
24,4177,ENSG00000002822,ENSG00000116670,0.9,900,2
24,4269,ENSG00000002822,ENSG00000117399,0.823,823,2
24,4588,ENSG00000002822,ENSG00000120533,0.9,900,2
24,5026,ENSG00000002822,ENSG00000124789,0.932,932,2
24,5201,ENSG00000002822,ENSG00000126226,0.9,900,2
24,7975,ENSG00000002822,ENSG00000147400,0.9,900,2
24,8560,ENSG00000002822,ENSG00000153140,0.9,900,2
24,8566,ENSG00000002822,ENSG00000153201,0.9,900,2
24,9276,ENSG00000002822,ENSG00000160294,0.9,900,2
24,9932,ENSG00000002822,ENSG00000164109,0.999,999,2
24,11102,ENSG00000002822,ENSG00000169679,0.921,921,2
25,5464,ENSG00000002834,ENSG00000129116,0.752,752,2
25,9218,ENSG00000002834,ENSG00000159840,0.78,780,2
28,1978,ENSG00000003056,ENSG00000100083,0.764,764,2
28,2789,ENSG00000003056,ENSG00000105355,0.716,716,2
28,5074,ENSG00000003056,ENSG00000125447,0.97,970,2
28,14078,ENSG00000003056,ENSG00000197081,0.9,900,2
29,208,ENSG00000003096,ENSG00000008853,0.9,900,2
29,483,ENSG00000003096,ENSG00000036257,0.98,980,2
29,1101,ENSG00000003096,ENSG00000072422,0.9,900,2
29,1243,ENSG00000003096,ENSG00000076321,0.9,900,2
29,1374,ENSG00000003096,ENSG00000079999,0.9,900,2
29,1603,ENSG00000003096,ENSG00000087448,0.9,900,2
29,1938,ENSG00000003096,ENSG00000099910,0.967,967,2
29,1943,ENSG00000003096,ENSG00000099949,0.9,900,2
29,2074,ENSG00000003096,ENSG00000100379,0.9,900,2
29,2077,ENSG00000003096,ENSG00000100387,0.959,959,2
29,3281,ENSG00000003096,ENSG00000109079,0.9,900,2
29,3318,ENSG00000003096,ENSG00000109466,0.72,720,2
29,3463,ENSG00000003096,ENSG00000110906,0.72,720,2
29,3927,ENSG00000003096,ENSG00000114796,0.72,720,2
29,4250,ENSG00000003096,ENSG00000117153,0.9,900,2
29,4768,ENSG00000003096,ENSG00000122550,0.9,900,2
29,7612,ENSG00000003096,ENSG00000144228,0.9,900,2
29,7745,ENSG00000003096,ENSG00000145332,0.9,900,2
29,7835,ENSG00000003096,ENSG00000146021,0.9,900,2
29,8937,ENSG00000003096,ENSG00000157119,0.72,720,2
29,9496,ENSG00000003096,ENSG00000162413,0.926,926,2
29,9515,ENSG00000003096,ENSG00000162517,0.72,720,2
29,9708,ENSG00000003096,ENSG00000163376,0.9,900,2
29,10267,ENSG00000003096,ENSG00000165572,0.9,900,2
29,11444,ENSG00000003096,ENSG00000171617,0.917,917,2
29,11923,ENSG00000003096,ENSG00000174842,0.72,720,2
29,11937,ENSG00000003096,ENSG00000174943,0.9,900,2
29,13046,ENSG00000003096,ENSG00000183655,0.9,900,2
29,14346,ENSG00000003096,ENSG00000198642,0.992,992,2
29,14933,ENSG00000003096,ENSG00000214655,0.9,900,2
29,15162,ENSG00000003096,ENSG00000239474,0.9,900,2
29,15303,ENSG00000003096,ENSG00000249915,0.72,720,2
29,15451,ENSG00000003096,ENSG00000261609,0.9,900,2
30,1863,ENSG00000003137,ENSG00000095596,0.9,900,2
30,13620,ENSG00000003137,ENSG00000187553,0.9,900,2
31,1999,ENSG00000003147,ENSG00000100151,0.878,878,2
31,2643,ENSG00000003147,ENSG00000104388,0.756,756,2
33,6672,ENSG00000003393,ENSG00000137601,0.769,769,2
34,703,ENSG00000003402,ENSG00000056558,0.866,866,2
34,796,ENSG00000003402,ENSG00000064012,0.999,999,2
34,2452,ENSG00000003402,ENSG00000102871,0.997,997,2
34,3410,ENSG00000003402,ENSG00000110330,0.751,751,2
34,4701,ENSG00000003402,ENSG00000121858,0.716,716,2
34,5286,ENSG00000003402,ENSG00000127191,0.794,794,2
34,5331,ENSG00000003402,ENSG00000127666,0.926,926,2
34,5498,ENSG00000003402,ENSG00000129465,0.96,960,2
34,6627,ENSG00000003402,ENSG00000137275,0.998,998,2
34,7702,ENSG00000003402,ENSG00000144848,0.925,925,2
34,9994,ENSG00000003402,ENSG00000164305,0.738,738,2
34,10806,ENSG00000003402,ENSG00000168040,0.998,998,2
34,13281,ENSG00000003402,ENSG00000185104,0.9,900,2
34,14152,ENSG00000003402,ENSG00000197530,0.852,852,2
35,4290,ENSG00000003436,ENSG00000117525,0.98,980,2
35,5200,ENSG00000003436,ENSG00000126218,0.99,990,2
35,6704,ENSG00000003436,ENSG00000137801,0.723,723,2
36,9121,ENSG00000003509,ENSG00000158864,0.738,738,2
37,510,ENSG00000003756,ENSG00000039123,0.8,800,2
37,748,ENSG00000003756,ENSG00000060339,0.882,882,2
37,786,ENSG00000003756,ENSG00000063244,0.791,791,2
37,1581,ENSG00000003756,ENSG00000087087,0.8,800,2
37,2398,ENSG00000003756,ENSG00000102241,0.8,800,2
37,2869,ENSG00000003756,ENSG00000105705,0.8,800,2
37,3226,ENSG00000003756,ENSG00000108654,0.8,800,2
37,3329,ENSG00000003756,ENSG00000109606,0.918,918,2
37,3394,ENSG00000003756,ENSG00000110107,0.709,709,2
37,3717,ENSG00000003756,ENSG00000112739,0.8,800,2
37,3819,ENSG00000003756,ENSG00000113649,0.8,800,2
37,4320,ENSG00000003756,ENSG00000117751,0.8,800,2
37,4488,ENSG00000003756,ENSG00000119707,0.8,800,2
37,4784,ENSG00000003756,ENSG00000122692,0.8,800,2
37,5239,ENSG00000003756,ENSG00000126698,0.8,800,2
37,5706,ENSG00000003756,ENSG00000131051,0.8,800,2
37,6005,ENSG00000003756,ENSG00000133226,0.8,800,2
37,6147,ENSG00000003756,ENSG00000134453,0.718,718,2
37,6366,ENSG00000003756,ENSG00000135829,0.808,808,2
37,10784,ENSG00000003756,ENSG00000167978,0.8,800,2
37,10882,ENSG00000003756,ENSG00000168438,0.8,800,2
37,13982,ENSG00000003756,ENSG00000196504,0.8,800,2
37,14334,ENSG00000003756,ENSG00000198563,0.8,800,2
38,2669,ENSG00000003987,ENSG00000104643,0.968,968,2
41,5331,ENSG00000004139,ENSG00000127666,0.77,770,2
41,6546,ENSG00000004139,ENSG00000136869,0.917,917,2
41,10009,ENSG00000004139,ENSG00000164342,0.701,701,2
41,11965,ENSG00000004139,ENSG00000175104,0.72,720,2
42,637,ENSG00000004142,ENSG00000051523,0.982,982,2
42,1575,ENSG00000004142,ENSG00000086991,0.867,867,2
43,1197,ENSG00000004399,ENSG00000075223,0.849,849,2
43,1900,ENSG00000004399,ENSG00000099250,0.96,960,2
43,3900,ENSG00000004399,ENSG00000114554,0.718,718,2
43,4352,ENSG00000004399,ENSG00000118257,0.711,711,2
43,4852,ENSG00000004399,ENSG00000123358,0.729,729,2
43,5363,ENSG00000004399,ENSG00000128052,0.89,890,2
43,11225,ENSG00000004399,ENSG00000170381,0.998,998,2
43,13922,ENSG00000004399,ENSG00000196189,0.988,988,2
45,3345,ENSG00000004468,ENSG00000109743,0.9,900,2
45,3414,ENSG00000004468,ENSG00000110395,0.722,722,2
45,15448,ENSG00000004468,ENSG00000261371,0.982,982,2
46,1399,ENSG00000004478,ENSG00000080824,0.995,995,2
46,1431,ENSG00000004478,ENSG00000081913,0.983,983,2
46,1440,ENSG00000004478,ENSG00000082175,0.926,926,2
46,1778,ENSG00000004478,ENSG00000091831,0.836,836,2
46,1876,ENSG00000004478,ENSG00000096060,0.97,970,2
46,1883,ENSG00000004478,ENSG00000096384,0.995,995,2
46,2127,ENSG00000004478,ENSG00000100591,0.74,740,2
46,3373,ENSG00000004478,ENSG00000109971,0.838,838,2
46,3472,ENSG00000004478,ENSG00000110958,0.951,951,2
46,3806,ENSG00000004478,ENSG00000113580,0.975,975,2
46,5823,ENSG00000004478,ENSG00000132002,0.886,886,2
46,7328,ENSG00000004478,ENSG00000142208,0.855,855,2
46,8393,ENSG00000004478,ENSG00000151623,0.891,891,2
46,10883,ENSG00000004478,ENSG00000168439,0.721,721,2
46,11003,ENSG00000004478,ENSG00000169083,0.86,860,2
46,11272,ENSG00000004478,ENSG00000170606,0.986,986,2
46,11421,ENSG00000004478,ENSG00000171497,0.878,878,2
46,11923,ENSG00000004478,ENSG00000174842,0.787,787,2
46,13284,ENSG00000004478,ENSG00000185122,0.716,716,2
46,14400,ENSG00000004478,ENSG00000198793,0.934,934,2
46,14827,ENSG00000004478,ENSG00000213341,0.739,739,2
47,286,ENSG00000004487,ENSG00000012061,0.9,900,2
47,364,ENSG00000004487,ENSG00000019549,0.916,916,2
47,600,ENSG00000004487,ENSG00000049167,0.9,900,2
47,717,ENSG00000004487,ENSG00000057935,0.853,853,2
47,779,ENSG00000004487,ENSG00000062822,0.9,900,2
47,830,ENSG00000004487,ENSG00000064961,0.995,995,2
47,1070,ENSG00000004487,ENSG00000071655,0.829,829,2
47,1348,ENSG00000004487,ENSG00000079246,0.9,900,2
47,1494,ENSG00000004487,ENSG00000084093,0.989,989,2
47,1696,ENSG00000004487,ENSG00000089902,0.999,999,2
47,1778,ENSG00000004487,ENSG00000091831,0.876,876,2
47,1841,ENSG00000004487,ENSG00000095002,0.9,900,2
47,1886,ENSG00000004487,ENSG00000096717,0.786,786,2
47,2311,ENSG00000004487,ENSG00000101493,0.961,961,2
47,2372,ENSG00000004487,ENSG00000102054,0.939,939,2
47,2992,ENSG00000004487,ENSG00000106462,0.97,970,2
47,3546,ENSG00000004487,ENSG00000111642,0.973,973,2
47,3669,ENSG00000004487,ENSG00000112333,0.96,960,2
47,3775,ENSG00000004487,ENSG00000113318,0.72,720,2
47,4113,ENSG00000004487,ENSG00000116062,0.9,900,2
47,4159,ENSG00000004487,ENSG00000116478,0.994,994,2
47,4246,ENSG00000004487,ENSG00000117139,0.956,956,2
47,4307,ENSG00000004487,ENSG00000117625,0.973,973,2
47,4436,ENSG00000004487,ENSG00000119318,0.9,900,2
47,4510,ENSG00000004487,ENSG00000119866,0.786,786,2
47,4689,ENSG00000004487,ENSG00000121741,0.726,726,2
47,4945,ENSG00000004487,ENSG00000124216,0.988,988,2
47,5019,ENSG00000004487,ENSG00000124782,0.801,801,2
47,5232,ENSG00000004487,ENSG00000126561,0.738,738,2
47,5329,ENSG00000004487,ENSG00000127616,0.763,763,2
47,5677,ENSG00000004487,ENSG00000130816,0.988,988,2
47,5723,ENSG00000004487,ENSG00000131149,0.797,797,2
47,6049,ENSG00000004487,ENSG00000133794,0.865,865,2
47,6108,ENSG00000004487,ENSG00000134248,0.702,702,2
47,6199,ENSG00000004487,ENSG00000134852,0.857,857,2
47,6277,ENSG00000004487,ENSG00000135365,0.998,998,2
47,6577,ENSG00000004487,ENSG00000136997,0.81,810,2
47,7363,ENSG00000004487,ENSG00000142611,0.9,900,2
47,7975,ENSG00000004487,ENSG00000147400,0.9,900,2
47,8082,ENSG00000004487,ENSG00000148362,0.9,900,2
47,8184,ENSG00000004487,ENSG00000149311,0.9,900,2
47,8197,ENSG00000004487,ENSG00000149480,0.807,807,2
47,8481,ENSG00000004487,ENSG00000152422,0.9,900,2
47,8484,ENSG00000004487,ENSG00000152457,0.9,900,2
47,8713,ENSG00000004487,ENSG00000154767,0.9,900,2
47,9206,ENSG00000004487,ENSG00000159692,0.992,992,2
47,9517,ENSG00000004487,ENSG00000162521,0.965,965,2
47,9554,ENSG00000004487,ENSG00000162676,0.942,942,2
47,10300,ENSG00000004487,ENSG00000165702,0.917,917,2
47,10561,ENSG00000004487,ENSG00000166896,0.9,900,2
47,10673,ENSG00000004487,ENSG00000167491,0.71,710,2
47,10746,ENSG00000004487,ENSG00000167771,0.899,899,2
47,11003,ENSG00000004487,ENSG00000169083,0.987,987,2
47,11063,ENSG00000004487,ENSG00000169375,0.884,884,2
47,11165,ENSG00000004487,ENSG00000170004,0.872,872,2
47,11501,ENSG00000004487,ENSG00000171940,0.922,922,2
47,11726,ENSG00000004487,ENSG00000173404,0.945,945,2
47,11806,ENSG00000004487,ENSG00000173928,0.9,900,2
47,11861,ENSG00000004487,ENSG00000174405,0.9,900,2
47,12047,ENSG00000004487,ENSG00000175595,0.9,900,2
47,12939,ENSG00000004487,ENSG00000182944,0.711,711,2
47,12945,ENSG00000004487,ENSG00000182979,0.795,795,2
47,13488,ENSG00000004487,ENSG00000186432,0.9,900,2
47,13622,ENSG00000004487,ENSG00000187555,0.785,785,2
47,13648,ENSG00000004487,ENSG00000187736,0.9,900,2
47,13962,ENSG00000004487,ENSG00000196419,0.9,900,2
47,14003,ENSG00000004487,ENSG00000196591,0.994,994,2
47,14594,ENSG00000004487,ENSG00000204371,0.969,969,2
47,14944,ENSG00000004487,ENSG00000214941,0.9,900,2
47,15344,ENSG00000004487,ENSG00000253729,0.9,900,2
49,3468,ENSG00000004660,ENSG00000110931,0.9,900,2
49,9227,ENSG00000004660,ENSG00000160014,0.943,943,2
50,13962,ENSG00000004700,ENSG00000196419,0.723,723,2
51,7205,ENSG00000004766,ENSG00000141252,0.985,985,2
51,8243,ENSG00000004766,ENSG00000149823,0.979,979,2
51,15029,ENSG00000004766,ENSG00000223501,0.987,987,2
52,2954,ENSG00000004776,ENSG00000106211,0.832,832,2
52,8433,ENSG00000004776,ENSG00000151929,0.805,805,2
52,11169,ENSG00000004776,ENSG00000170027,0.739,739,2
52,12068,ENSG00000004776,ENSG00000175793,0.9,900,2
54,230,ENSG00000004779,ENSG00000010256,0.908,908,2
54,695,ENSG00000004779,ENSG00000055950,0.954,954,2
54,855,ENSG00000004779,ENSG00000065518,0.996,996,2
54,1560,ENSG00000004779,ENSG00000086504,0.928,928,2
54,1708,ENSG00000004779,ENSG00000090266,0.999,999,2
54,1879,ENSG00000004779,ENSG00000096080,0.922,922,2
54,1919,ENSG00000004779,ENSG00000099795,0.998,998,2
54,2230,ENSG00000004779,ENSG00000101181,0.851,851,2
54,2791,ENSG00000004779,ENSG00000105364,0.922,922,2
54,2885,ENSG00000004779,ENSG00000105793,0.8,800,2
54,3006,ENSG00000004779,ENSG00000106591,0.922,922,2
54,3249,ENSG00000004779,ENSG00000108826,0.922,922,2
54,3312,ENSG00000004779,ENSG00000109390,0.995,995,2
54,3387,ENSG00000004779,ENSG00000110074,0.72,720,2
54,3442,ENSG00000004779,ENSG00000110717,0.996,996,2
54,3544,ENSG00000004779,ENSG00000111639,0.922,922,2
54,3623,ENSG00000004779,ENSG00000112110,0.922,922,2
54,3704,ENSG00000004779,ENSG00000112651,0.923,923,2
54,3743,ENSG00000004779,ENSG00000112996,0.928,928,2
54,3911,ENSG00000004779,ENSG00000114686,0.949,949,2
54,3994,ENSG00000004779,ENSG00000115286,0.996,996,2
54,4011,ENSG00000004779,ENSG00000115364,0.922,922,2
54,4050,ENSG00000004779,ENSG00000115598,0.838,838,2
54,4140,ENSG00000004779,ENSG00000116221,0.933,933,2
54,4419,ENSG00000004779,ENSG00000119013,0.999,999,2
54,4451,ENSG00000004779,ENSG00000119421,0.997,997,2
54,4728,ENSG00000004779,ENSG00000122085,0.851,851,2
54,4782,ENSG00000004779,ENSG00000122687,0.8,800,2
54,4871,ENSG00000004779,ENSG00000123545,0.838,838,2
54,5062,ENSG00000004779,ENSG00000125356,0.997,997,2
54,5214,ENSG00000004779,ENSG00000126267,0.831,831,2
54,5285,ENSG00000004779,ENSG00000127184,0.816,816,2
54,5319,ENSG00000004779,ENSG00000127540,0.816,816,2
54,5414,ENSG00000004779,ENSG00000128609,0.996,996,2
54,5587,ENSG00000004779,ENSG00000130312,0.922,922,2
54,5594,ENSG00000004779,ENSG00000130349,0.811,811,2
54,5602,ENSG00000004779,ENSG00000130414,0.996,996,2
54,5687,ENSG00000004779,ENSG00000130921,0.811,811,2
54,5721,ENSG00000004779,ENSG00000131143,0.831,831,2
54,5727,ENSG00000004779,ENSG00000131174,0.814,814,2
54,5768,ENSG00000004779,ENSG00000131495,0.997,997,2
54,5850,ENSG00000004779,ENSG00000132313,0.922,922,2
54,6375,ENSG00000004779,ENSG00000135900,0.922,922,2
54,6486,ENSG00000004779,ENSG00000136521,0.999,999,2
54,6487,ENSG00000004779,ENSG00000136522,0.954,954,2
54,6558,ENSG00000004779,ENSG00000136897,0.922,922,2
54,6664,ENSG00000004779,ENSG00000137547,0.933,933,2
54,6707,ENSG00000004779,ENSG00000137806,0.967,967,2
54,6935,ENSG00000004779,ENSG00000139180,0.997,997,2
54,7091,ENSG00000004779,ENSG00000140374,0.725,725,2
54,7148,ENSG00000004779,ENSG00000140740,0.862,862,2
54,7179,ENSG00000004779,ENSG00000140990,0.997,997,2
54,7451,ENSG00000004779,ENSG00000143314,0.949,949,2
54,7488,ENSG00000004779,ENSG00000143436,0.922,922,2
54,7767,ENSG00000004779,ENSG00000145494,0.997,997,2
54,8019,ENSG00000004779,ENSG00000147684,0.999,999,2
54,8128,ENSG00000004779,ENSG00000148824,0.872,872,2
54,8239,ENSG00000004779,ENSG00000149792,0.922,922,2
54,8329,ENSG00000004779,ENSG00000151093,0.845,845,2
54,8359,ENSG00000004779,ENSG00000151366,0.992,992,2
54,8705,ENSG00000004779,ENSG00000154719,0.922,922,2
54,8906,ENSG00000004779,ENSG00000156885,0.831,831,2
54,8910,ENSG00000004779,ENSG00000156928,0.959,959,2
54,8968,ENSG00000004779,ENSG00000157426,0.888,888,2
54,9032,ENSG00000004779,ENSG00000158042,0.956,956,2
54,9121,ENSG00000004779,ENSG00000158864,0.996,996,2
54,9139,ENSG00000004779,ENSG00000159111,0.922,922,2
54,9385,ENSG00000004779,ENSG00000161281,0.816,816,2
54,9610,ENSG00000004779,ENSG00000162910,0.922,922,2
54,9964,ENSG00000004779,ENSG00000164182,0.747,747,2
54,9982,ENSG00000004779,ENSG00000164258,0.996,996,2
54,10021,ENSG00000004779,ENSG00000164405,0.861,861,2
54,10204,ENSG00000004779,ENSG00000165264,0.998,998,2
54,10385,ENSG00000004779,ENSG00000166136,0.999,999,2
54,10564,ENSG00000004779,ENSG00000166902,0.922,922,2
54,10754,ENSG00000004779,ENSG00000167792,0.996,996,2
54,10761,ENSG00000004779,ENSG00000167862,0.922,922,2
54,10923,ENSG00000004779,ENSG00000168653,0.989,989,2
54,11109,ENSG00000004779,ENSG00000169710,0.837,837,2
54,11321,ENSG00000004779,ENSG00000170906,0.996,996,2
54,11401,ENSG00000004779,ENSG00000171421,0.922,922,2
54,11492,ENSG00000004779,ENSG00000171861,0.903,903,2
54,11536,ENSG00000004779,ENSG00000172172,0.949,949,2
54,11610,ENSG00000004779,ENSG00000172590,0.922,922,2
54,11683,ENSG00000004779,ENSG00000173141,0.922,922,2
54,11883,ENSG00000004779,ENSG00000174547,0.957,957,2
54,11928,ENSG00000004779,ENSG00000174886,0.997,997,2
54,12043,ENSG00000004779,ENSG00000175581,0.922,922,2
54,12355,ENSG00000004779,ENSG00000178057,0.838,838,2
54,12364,ENSG00000004779,ENSG00000178127,0.996,996,2
54,12421,ENSG00000004779,ENSG00000178605,0.8,800,2
54,12434,ENSG00000004779,ENSG00000178741,0.841,841,2
54,12460,ENSG00000004779,ENSG00000178952,0.8,800,2
54,12482,ENSG00000004779,ENSG00000179091,0.892,892,2
54,12505,ENSG00000004779,ENSG00000179271,0.922,922,2
54,12693,ENSG00000004779,ENSG00000180992,0.922,922,2
54,12814,ENSG00000004779,ENSG00000182154,0.922,922,2
54,12919,ENSG00000004779,ENSG00000182810,0.854,854,2
54,13037,ENSG00000004779,ENSG00000183617,0.922,922,2
54,13044,ENSG00000004779,ENSG00000183648,0.989,989,2
54,13115,ENSG00000004779,ENSG00000184076,0.87,870,2
54,13222,ENSG00000004779,ENSG00000184752,0.996,996,2
54,13248,ENSG00000004779,ENSG00000184983,0.999,999,2
54,13332,ENSG00000004779,ENSG00000185414,0.922,922,2
54,13358,ENSG00000004779,ENSG00000185608,0.922,922,2
54,13429,ENSG00000004779,ENSG00000186010,0.996,996,2
54,13844,ENSG00000004779,ENSG00000189043,0.952,952,2
54,14119,ENSG00000004779,ENSG00000197345,0.954,954,2
54,14246,ENSG00000004779,ENSG00000198015,0.922,922,2
54,14362,ENSG00000004779,ENSG00000198695,0.984,984,2
54,14373,ENSG00000004779,ENSG00000198727,0.857,857,2
54,14390,ENSG00000004779,ENSG00000198763,0.996,996,2
54,14397,ENSG00000004779,ENSG00000198786,0.998,998,2
54,14406,ENSG00000004779,ENSG00000198804,0.83,830,2
54,14424,ENSG00000004779,ENSG00000198840,0.996,996,2
54,14446,ENSG00000004779,ENSG00000198886,0.996,996,2
54,14448,ENSG00000004779,ENSG00000198888,0.996,996,2
54,14473,ENSG00000004779,ENSG00000198938,0.816,816,2
54,14583,ENSG00000004779,ENSG00000204316,0.922,922,2
54,14653,ENSG00000004779,ENSG00000204822,0.922,922,2
54,14737,ENSG00000004779,ENSG00000205707,0.824,824,2
54,14801,ENSG00000004779,ENSG00000212907,0.984,984,2
54,14850,ENSG00000004779,ENSG00000213619,0.996,996,2
54,14898,ENSG00000004779,ENSG00000214113,0.992,992,2
54,15222,ENSG00000004779,ENSG00000242485,0.922,922,2
54,15233,ENSG00000004779,ENSG00000243147,0.922,922,2
54,15258,ENSG00000004779,ENSG00000244005,0.888,888,2
54,15432,ENSG00000004779,ENSG00000259494,0.935,935,2
54,15466,ENSG00000004779,ENSG00000262814,0.8,800,2
54,15498,ENSG00000004779,ENSG00000267673,0.709,709,2
54,15502,ENSG00000004779,ENSG00000267855,0.997,997,2
54,15620,ENSG00000004779,ENSG00000278845,0.922,922,2
54,15661,ENSG00000004779,ENSG00000285025,0.961,961,2
55,1884,ENSG00000004799,ENSG00000096433,0.787,787,2
55,3744,ENSG00000004799,ENSG00000113013,0.866,866,2
55,8316,ENSG00000004799,ENSG00000150995,0.786,786,2
55,14846,ENSG00000004799,ENSG00000213585,0.736,736,2
57,13610,ENSG00000004846,ENSG00000187486,0.772,772,2
59,4079,ENSG00000004864,ENSG00000115840,0.762,762,2
61,285,ENSG00000004897,ENSG00000012048,0.9,900,2
61,634,ENSG00000004897,ENSG00000051180,0.72,720,2
61,657,ENSG00000004897,ENSG00000053900,0.999,999,2
61,1099,ENSG00000004897,ENSG00000072401,0.8,800,2
